	eEF1delta	Dgp-1	CG2017	pug	CG11899	CG1673	CG10621	RpLP1
dbe	0.3889896795977857	-0.5943082819143809	-0.5079638092577832	-0.17809532384041715	-0.2894128808390411	0.5796340203877043	0.192287964115296	0.8290217890204182
PNUTS	-0.6712676945516525	0.8343274233351015	0.9171669503060977	-0.37202369562727633	0.7377608958084613	-0.5997836854464165	-0.796825802449461	-0.41110753503306807
Atg4	-0.6027505216998108	0.9596149130055587	0.9346728471959742	-0.3502292061763315	0.8479027706541291	-0.8367325262529173	-0.8585986350307717	-0.6143098858913222
Pino	-0.31016058859059586	0.7876435820400726	0.6979072284379877	-0.19880239002103695	0.9741459060545733	-0.6701332800053784	-0.7862063540919236	-0.37788151270849674
CG4552	-0.48570043050802	0.8839717415402252	0.8374582630315653	-0.5793149144265926	0.795631770376385	-0.8364653437473514	-0.9368599824799743	-0.3921226044929342
CG4726	0.5908117927955255	-0.9368281609308038	-0.8359857434469121	-0.00672269583884429	-0.7337444411681276	0.7769678461088158	0.6236713773892129	0.8437236601520683
CG4764	-0.18949445496340758	0.8043209303761043	0.628102569134094	-0.5099407242010835	0.9316488937574521	-0.8540051657426411	-0.9373434664778951	-0.2842560851404387
capt	-0.6237363667475895	0.9847903194386715	0.9007910540759325	-0.03664426530852873	0.7686130843725344	-0.7534966284290506	-0.67474250597857	-0.7571989393174132
Tango14	0.6987046887181515	-0.8273635702568536	-0.8294986688780195	0.07632523947313449	-0.5098983483200352	0.7335032371057568	0.5278365353576672	0.9046807378051306
CG5080	0.4146946550631466	-0.4975340957555462	-0.5987521457588205	0.6619585333261728	-0.5762726319773839	0.43933281974978894	0.7924914326527746	0.0061488878519390605
Plap	-0.4586425880883135	0.9795091924213986	0.8335896408910405	-0.1897575107807549	0.8790468326123682	-0.8392665854198558	-0.7960898429911982	-0.6138339897265913
CG4887	-0.4378153244048893	0.6724376268035096	0.7123775386437167	-0.43197660408263755	0.6434187488672991	-0.4416471952433373	-0.7310095760225803	-0.06661540331383002
CG5126	-0.27061013601670064	0.7964321477956805	0.6776144486813297	-0.5392823151319862	0.7348915041637514	-0.9808369741832962	-0.817936457526905	-0.5307994230694663
CG5001	0.3228017711658705	-0.2540579244896595	-0.30171596915183907	0.43810370655171815	0.18354725754647458	0.24343309575414127	0.2270097208892143	0.0743066201435577
CG5011	-0.6255655114002179	0.055270441212821486	0.3559053716541976	-0.022832099022474378	-0.44533276647418113	0.2320612228869366	0.16192286814375942	-0.14540657282477534
CG33128	-0.45935552097563564	-0.06204468446494229	0.18231201683783388	-0.12882595053662074	-0.6029338460957475	0.12960120211098222	0.23171065106342428	-0.1769081106697593
RFeSP	0.7910230915965374	-0.9078314511515049	-0.9354266632646772	0.2970668589818745	-0.6255307284818211	0.7935421233848874	0.7463559524828857	0.8164021280478466
cpb	-0.44036153049129934	0.940942719074212	0.837631848101732	-0.4420335912704106	0.861724582809833	-0.9458951482293397	-0.8941901596644106	-0.5775954337263131
CG17660	-0.634308917905038	0.8342296407960301	0.9048724682998386	-0.5173522751396427	0.7220468642292179	-0.6889740685669571	-0.85866544795186	-0.3948836971339693
mRpL48	0.8398163405286627	-0.7870366796942605	-0.9186367668910698	0.11027321012171606	-0.39150206157171846	0.5743229616821736	0.4717648648025047	0.7950444674865031
CG18317	-0.5182946573575313	0.8214306872386756	0.8216631267703541	-0.22887707403260635	0.8830414587073356	-0.5852807903773375	-0.7883545635040478	-0.38131914014278834
Eno	0.6419376154527108	-0.9090075949735276	-0.9304709958868728	0.45983922060699745	-0.7853127049844354	0.7672347252738123	0.8858330072237268	0.5000652063579851
CG31937	0.5828012195608213	-0.7606264950772833	-0.8277149639588963	0.5325502170116073	-0.6587283758602744	0.5891189619081939	0.8263871111591194	0.25517594017538264
CG10908	0.5674954043735168	0.30333076756705546	-0.010140161925720328	-0.019356909015260482	0.5859153049953987	-0.39232834085611795	-0.26479421818742405	0.2137804370790464
CG7289	-0.0033616786794128527	0.6618674168091152	0.4636425654589588	-0.41774248112832146	0.9220979062343401	-0.6811660963064535	-0.8358153847676417	-0.06196562332324674
Got2	0.5885203407569497	-0.8671548589066643	-0.87137052777779	0.6238570594619719	-0.6899484842245949	0.8868317953963385	0.9065608755396071	0.5377907518810063
Nplp4	-0.027770996264551692	-0.5740321594351812	-0.3720261096918556	0.7575987756178361	-0.6477924950571954	0.8807342950106258	0.8494682168280767	0.14753334471857865
Su(dx)	0.20862320534905804	0.2508247683807789	0.0929712891582586	-0.43062486550147777	0.6800622853748066	-0.3286013593088232	-0.6420883012438969	0.2921043481946591
GlyP	0.6842629366595903	-0.9336048314107114	-0.9346728079319426	0.26509051370115405	-0.8363259069149367	0.7468670706732023	0.8298101788538857	0.6463570960945514
tho2	-0.4317079910961085	0.9235526806173022	0.8003969656410931	-0.3665065515509094	0.8628974593678463	-0.7964451299152567	-0.877156440056186	-0.42918141073113913
Uch	-0.5774356547879603	0.9602636254329364	0.9079123740186049	-0.3235633116232963	0.8645063652562816	-0.8609358704819638	-0.8577396088947288	-0.6518700991351094
CG7082	-0.20043197362970186	-0.5105589251316036	-0.18320740033864746	0.3173580452904418	-0.6061937510481318	0.8100995508985592	0.5744001886664486	0.3154178657301584
l(2)s5379	-0.29805271975139275	0.880884417525157	0.7294326874005537	-0.4241140917194822	0.9595004468147156	-0.8865897406975022	-0.9231775983699808	-0.4290154859132444
CG10882	0.8753299100418885	-0.3328647033162415	-0.6447388527004991	-0.06771090793190522	-0.00882790639989963	0.008559733513605512	0.11480270070119986	0.5333648814984447
CG4267	-0.79606648491639	0.8141222279557013	0.9268668656922064	0.09996097469612	0.5832262911253079	-0.42827661053633476	-0.46669543907777056	-0.6803035702068786
Rab5	-0.48243704602061915	0.9230098298968966	0.8617501708261777	-0.3638331381100697	0.9303501908690155	-0.8205885256836379	-0.8928590594688273	-0.5017408534897876
CG3609	0.7691576305841544	-0.8437762502590764	-0.8979050838311982	0.322819609909965	-0.5130484873373864	0.7810823894331006	0.6708717561124499	0.8145311714294353
Slh	0.7793446636395356	-0.2229539798806061	-0.5478014566492354	-0.17396478415059596	0.20784741413639826	-0.11871884882922691	-0.11258812185552781	0.44988488882509453
Cyp309a1	-0.40813313467065193	0.8711168627826295	0.7922653356883333	-0.18084460944237785	0.9610569216227292	-0.6821501321588784	-0.7961583363347734	-0.4245515861728412
CG3214	0.781156735186105	-0.9237076027624646	-0.9154867430058906	0.3026751485149258	-0.6694318119025431	0.8014121692436631	0.7958481559918696	0.8036652448828324
p16-ARC	-0.1955562363209251	0.6929617193644441	0.7064644289528932	-0.5494505619010985	0.6211238117348286	-0.703537801034628	-0.664519050112975	-0.1133740123117197
Drp1	0.3026761509558317	0.2081776821076903	-0.1033107110324047	0.07252658041636152	0.5516553539613538	-0.2034839717944801	-0.3339715744888205	0.08712227813560255
Hrs	-0.5305785240322113	0.935023364507393	0.8806917246463984	-0.29520119234984604	0.9197602227713146	-0.7795359704165966	-0.8650793342086933	-0.5312412539932734
Pgk	0.7667478040675101	-0.921601735583463	-0.9271332301256924	0.3194826588831806	-0.7350615786876892	0.7895464633440927	0.8317539986889397	0.7557984020187168
CG9894	-0.12413787535153686	0.6948738171437654	0.6134253112311197	-0.5561705187085698	0.60592740034512	-0.6708278260102193	-0.6993734978119639	-0.008266662335361498
Taf10b	-0.5884080535641641	0.941929131146858	0.922085564851555	-0.4208316510322144	0.8456283346394038	-0.8161964743285683	-0.8950066525429641	-0.5285626857904343
Taf10	-0.5733354151467452	0.8836312474870499	0.906984171521716	-0.534056155961847	0.777384014025308	-0.782895880946642	-0.893090252225507	-0.4201349007501215
colt	0.7122895933507007	-0.7250731954400746	-0.8737341179964715	0.5660350016046275	-0.501959546545849	0.5809841214203437	0.7562840897311164	0.36299282974707575
CG2862	0.5137965871596202	-0.1811289359237928	-0.4074741081644054	0.26671300889405525	-0.15800499419936992	-0.10672833649716178	0.33598842072145263	-0.10212591898527014
oho23B	0.6621117599797923	-0.7680777717209569	-0.7034092896646801	-0.09669704765619642	-0.4381981985032008	0.6587372779646666	0.42103889245349846	0.9698574931603242
CG2991	-0.5540723341948145	0.8127921998227075	0.8194765574346128	-0.18462194781685803	0.8734478686860584	-0.5670944881976313	-0.769897866777025	-0.4333119675782803
CG31694	-0.41669524220136067	0.853046302571879	0.8142362753896302	-0.38734472251564944	0.9331764418932541	-0.7344108301652793	-0.8784161817788112	-0.3528711293598665
CG8814	-0.5896463783594613	0.5075765407356336	0.6471663173810458	-0.35704891261834387	0.0915367811613869	-0.5712377420503971	-0.3426045225929422	-0.6191112178166256
Prx6005	0.686486291762875	-0.10140672871167804	-0.3950030980485196	-0.26291928443819274	0.24103854628822585	-0.3857357137659912	-0.16758342434124926	0.15843080711015317
CG31950	0.2869307503533075	0.2966150743975313	-0.0019466452266535671	-0.5584596176463725	0.4290833133346854	-0.678456490526436	-0.591738243510519	-0.0389781962719931
betaggt-II	0.7061687448086308	-0.7327743305971612	-0.7646395463300906	-0.11942906794920277	-0.37703104901111556	0.5714625151609103	0.333668957452101	0.9184175972372904
NTPase	0.8209866085448323	-0.870859635510368	-0.9795316152628156	0.03579700626708848	-0.5637636586885965	0.5179968006500235	0.5389340518985232	0.6742889431375306
Rbp9	-0.8114609884264568	0.5915240291597456	0.6949906924483167	0.40562104500110724	0.11956152559118238	-0.1966510691420148	-0.05308296662220769	-0.8252703774285993
CG9643	0.5276119723672232	-0.6216873597678098	-0.6006687872377475	-0.2052977573394822	-0.2501505029193603	0.5230384608906595	0.1730639195133419	0.8638238407381366
Chd1	0.0963273468842749	-0.07754331088347906	-0.036667011864230555	-0.14350270854819028	0.13810931058397405	0.2878322817977127	-0.14078994442682802	0.575149204387335
CG3558	-0.5519030899044648	0.8000418388782942	0.7724397256994741	-0.37399354820149233	0.6595315323959923	-0.577081108704182	-0.7802938779347486	-0.3190853587215639
CG3605	-0.1891127985856729	0.6269300298944055	0.5638815586416778	-0.5790381191555963	0.8134144180512926	-0.5969348695097628	-0.8711206919302646	0.0050781173576624535
CG17259	0.819002676761138	-0.7649539663691663	-0.8981051258494841	0.06918954023764302	-0.3880554762943509	0.5554731644935618	0.4374478693202976	0.8008883719541214
CG12400	0.9089236825720445	-0.773204122769885	-0.8569131435939965	0.2823207135489139	-0.5005303941216573	0.6047859082470464	0.7050617888497701	0.7713855968922305
Mad	-0.5687151621845105	0.9752016142149761	0.9256118218591967	-0.24246307437219744	0.8577765278752782	-0.759733076712905	-0.8068063198946196	-0.5446038560293424
CG3332	0.04755097057086849	-0.4780626164405292	-0.2354022788336354	-0.44262720035679953	-0.3987824379885905	0.4330752377947499	0.07525799768553935	0.6333851116796069
CG15406	-0.5014848111532617	0.8223028377420599	0.8392291448232503	-0.5891143548318961	0.701290944390552	-0.7194509036795996	-0.8656241289626518	-0.27374704664633026
Ptpa	0.1596871109519784	0.5710358333935229	0.36648580518127577	-0.5651356011153998	0.7838978995697389	-0.6847840732929444	-0.7788698140364722	0.1179159319756772
CG2774	-0.5932754120373156	0.964528928664014	0.9310160155587116	-0.30234365397439417	0.8640368282182479	-0.8228987637010774	-0.8416406763440032	-0.6199683519804405
CG3246	0.684883679812989	-0.8265649426000122	-0.8875203213402618	0.536011007720022	-0.531296787549658	0.8286336102286056	0.768377174115777	0.6481783553761867
Pdsw	0.7775490066290521	-0.9012748157119187	-0.9126671259520016	0.2740895239590449	-0.6049307890540065	0.8040598321234367	0.7241427726960927	0.8478116806019701
Thor	-0.6504359684971922	0.9674978772021458	0.9628948377251444	-0.18569077961095673	0.7080134798952138	-0.7244629298538586	-0.6881021434256307	-0.6187257377591695
CG33123	0.8474859578719206	-0.7351795331204511	-0.8762619301595923	0.08278022926470587	-0.3154582300701166	0.5380169019578253	0.4125707960318125	0.8188223914779108
CG17593	0.9339455209870974	-0.6150294558004354	-0.852278933242177	0.014020828370018095	-0.20928326165036443	0.27888382440203147	0.31519661750109357	0.6695255597832267
drm	-0.15800437156616945	0.6977195913637968	0.5781140918132623	-0.46660130764533825	0.9390318326645898	-0.685433051708998	-0.8883193778595989	-0.12829719374156978
for	-0.26969568609070665	0.8108668058752321	0.6624424543717281	-0.18893288656254748	0.9909724410054079	-0.7222754327511515	-0.8059044708948432	-0.41303147709320237
CG16704	-0.577012901542155	0.3281425142368704	0.49224809918376283	0.13864063674703586	-0.18581905645769295	-0.19761364405318452	0.10433846581584602	-0.6275552357483059
CG16713	-0.026860214271158984	0.020446673671319967	0.11470067639301033	0.4779181993714191	-0.2616631866587578	0.18499689814361073	0.5051838008708632	-0.11837649481788551
CG16712	0.4876180732089962	-0.5422935485180957	-0.5792316985000897	0.8131835587904552	-0.4350492005027366	0.693205679556928	0.850542682859622	0.2935857581587335
bowl	-0.5729684720614242	0.8803607711082725	0.8752843931501492	-0.40687180720023364	0.8334743696841452	-0.6993647825267009	-0.8799057983449456	-0.407769163051008
CG34176	0.1215607537701296	-0.7075736642002949	-0.5084344080858709	0.08549634353075099	-0.9036795484621218	0.7472402796270093	0.6612095261152438	0.5007617529292393
CG15422	-0.28025403058087645	-0.32274807965464714	-0.1338048035938628	-0.19515975004124875	-0.5119027935074493	0.40922762152773984	0.13389887583094431	0.21703466443993483
CG15423	-0.14337399838587742	-0.3963764771464615	-0.09426223810671422	-0.28586792000386096	-0.6513160641290768	0.4313854283482852	0.2890439861777167	0.40021240792202356
CG10039	-0.5786327746115926	0.5382615181224167	0.7108201627376396	-0.5396691135337213	0.2839286131737128	-0.35002711649072044	-0.5693138561391468	-0.08968884611744518
CG3714	-0.5290631998586143	0.9491402470744104	0.9088835649206759	-0.3742163245580786	0.8649396370054901	-0.7923206226376066	-0.8667548993266546	-0.4701602402888463
CG3702	0.7775761908349823	-0.5543480968952967	-0.6886309879699393	-0.25501745693006755	-0.12012851234028926	0.3022868133812999	0.09719820165305637	0.853730593618185
RpL40	0.7092973251008486	-0.6476425467806628	-0.6376328283841215	-0.1930541643084226	-0.2573037102344586	0.5089779226109069	0.2586957349326807	0.978996921970656
Tps1	0.5901519221090749	-0.8050610658135999	-0.857682264959571	0.6641301088615078	-0.6922282282199497	0.7967174055242078	0.9145603128739554	0.4218043596149449
CG3652	-0.18868944200929696	0.6885909643687484	0.5894500108021283	-0.42522624307905066	0.5167019826474832	-0.8801333177109725	-0.5812840892023058	-0.5012413377888059
l(2)k05819	-0.635008411227782	0.9277609434059536	0.9191141635950377	-0.4483134833768225	0.7573168291367413	-0.7813837302812248	-0.8775932123619754	-0.5135144875394474
Dim1	-0.05525162484668152	0.6790758257861008	0.6114165115409933	-0.4719610405487899	0.8555982186290483	-0.7299088359541117	-0.7517653095359166	-0.10225330238940893
CG15438	0.8593022105653814	-0.753612710681727	-0.8965165660916099	-0.11313358083099614	-0.4954675899320318	0.3070859504278198	0.43088116030520296	0.623349103829489
CG15440	-0.6256224034457832	0.9304585935668405	0.9490391411763334	-0.43859551015782167	0.7378731062469747	-0.7745094019355042	-0.8350552392371744	-0.4947613555040205
Gs1l	0.6038708984196082	-0.8312132427679066	-0.7942953506162089	0.08499284165642415	-0.5175736252015257	0.7724951702256335	0.5181277835802306	0.8689325414060378
RpL27A	0.6116487071011651	-0.7897571180540164	-0.7576193317055775	0.030330413019283388	-0.5078141374185372	0.7347117547129334	0.48588046137767904	0.9023176238375247
mRpL27	0.8496466741216033	-0.7506527860175548	-0.7985810029139274	0.01721150499300461	-0.396804900533022	0.5971169747050589	0.4745814841716694	0.9562688189516425
CG3244	0.3409515920865821	-0.48178782626086925	-0.5375998678995737	0.910231440538398	-0.3294839808059485	0.739164898479215	0.7608943286725928	0.2112500743664972
CG2976	-0.0458744352044187	0.5169148599090353	0.5709428860409604	-0.3594367807792214	0.5790398474163361	-0.42319214469843963	-0.46824771883549793	0.13194125593557898
CG15626	-0.7367920435696081	0.918181861562574	0.9852243104912719	-0.3062162298040808	0.6416120271369256	-0.6713195096567323	-0.7233694080464297	-0.5617258533554358
CG2950	-0.7404574281132598	0.8037696152338908	0.836182247314675	0.009515848377252067	0.3070385184048735	-0.5213982982255235	-0.37080128694245285	-0.7272789452722556
mRpS2	0.8099305429139426	-0.8082063311538875	-0.8707056916636259	0.11249140336563677	-0.44265132246004485	0.6727872264384243	0.5245432598034225	0.8988716058281048
CG3008	-0.4726975630477066	0.8990232227848142	0.816878963440085	-0.2462681963715639	0.8720268485475714	-0.6671088600294383	-0.8145564076501288	-0.38960562345854155
CG3036	-0.6847546113463161	0.8951418658747486	0.9037121591300048	-0.010487598032217575	0.7557347434022023	-0.6613431061358134	-0.6319670865190439	-0.7673279919442418
mRpL24	0.8987286817680766	-0.7905750651329633	-0.88103792028081	0.05370410941643262	-0.40849910188318844	0.5823641287882111	0.4987937202920368	0.9075929094756263
betaggt-I	0.2051292074580986	0.036589597230446254	0.04373556275275091	-0.38336812928202	0.5087194117971623	-0.05518052329864483	-0.44132439470984886	0.47937438362484314
Jon25Biii	-0.33024198702480156	-0.0641279186464239	0.09560114680311854	0.08245888746718369	-0.5208042962620354	-0.0015744750686532726	0.32732402406631933	-0.43363525729040175
Jon25Bii	0.358406075212564	-0.7529931221929174	-0.6600946323953247	-0.06522219457063252	-0.8675538443845073	0.4254082309233923	0.6129223632955988	0.31314092145359845
Jon25Bi	0.637769409377188	-0.9782325129824245	-0.9267784602552156	0.09337491606937903	-0.7909311764206007	0.7760101051404966	0.7048333447925398	0.7564804307175528
CG34125	-0.5949098241468146	0.923090323188609	0.9503510817906486	-0.40374489734679064	0.7426210693279823	-0.8001266853465878	-0.7922035927142218	-0.5348918770434132
Trip1	0.47490148660293446	-0.48474288621453476	-0.45649806413800836	-0.3711524828645271	-0.1194341523645931	0.36714388023955097	-0.0005798750573947657	0.8504347083108138
CG8885	0.8503441210669233	-0.732036301580687	-0.929358856833595	0.31643433151070005	-0.3729009306195781	0.5157802258023692	0.5580926688367152	0.5908163930239277
CG14043	-0.18609757933901125	0.6649339652425043	0.5552254685147427	-0.6218770114872145	0.7736593649772341	-0.6750529404881082	-0.8932205867024888	-0.04784570849149301
mRpL28	0.8610002099392794	-0.8523168092536356	-0.9349998532066791	0.16331604177812514	-0.4948582407615806	0.668050017013995	0.5958340726045857	0.8526526585232506
Gmd	-0.11916674965295987	0.7669203089174458	0.6445022527408784	-0.44179960505614524	0.7606519161837644	-0.8967145968816355	-0.7171002105395584	-0.3691964395919042
CG3792	0.9363895271207265	-0.7514776400067532	-0.9307503610591072	0.09543670210589189	-0.3771559787837186	0.44533899291763274	0.48075877261529887	0.7299192176486705
CG8891	0.9235563652527563	-0.7429842477703539	-0.8770851456040143	0.07747462541268268	-0.33542670872341596	0.5257532156047533	0.46208003127144215	0.8691785838595136
Rtnl1	0.6493475526508552	-0.32640213960209163	-0.5761251769248913	0.356994664059411	-0.13967730504152304	0.04526381860695753	0.3970365801894637	0.03971202689284569
CG3887	-0.05904132556784797	0.7435671565712485	0.6135829339927905	-0.31759929336280784	0.8887616357799255	-0.7921207208618168	-0.7104292044714823	-0.27638623261945494
vkg	0.7368597788445912	-0.8079680402494821	-0.9119926306168624	0.4891018292850555	-0.4982050869104868	0.7599719088123211	0.7216811478682043	0.6451349790901785
Cg25C	0.7627393311219469	-0.8091113229991527	-0.9203000175302074	0.46475665231989916	-0.49583140383200136	0.7430460058335617	0.7135446327913821	0.661477098875628
CG31650	-0.01499126823782008	0.4150492385386031	0.3401827092969303	-0.5668441644384065	0.729247787259057	-0.44053990828243345	-0.7753717475216139	0.19147431889420424
CG31919	-0.3971782810350233	0.817672331033486	0.722663308861	-0.25244538533243094	0.947839341258613	-0.7272530546810111	-0.8376105702367743	-0.4749259629642022
CG33995	-0.33792409395604694	0.8554111841865896	0.7684593153882231	-0.2624582392129543	0.9655801564786122	-0.7546354156459589	-0.8176035059068808	-0.41613198787506395
eIF-3p40	0.554523536847822	-0.5369256790257091	-0.4946894320218242	-0.2862350394293726	-0.22037339764296002	0.4545495826958645	0.14587846090811427	0.9370779316156747
Rpn11	-0.5147013977521677	0.9734987466398363	0.8988265520198413	-0.3595703151363832	0.8724315087883808	-0.8783214214634196	-0.8681941000875146	-0.5794031581411662
pgant5	-0.111221378846083	0.730477417567872	0.5443133546303743	-0.487780506191342	0.9376829074044054	-0.7855102118401771	-0.9119928801001315	-0.1958406043142737
CG5828	-0.6839356750138851	0.9678282686301543	0.9664276204872521	-0.306798577649456	0.7553429767473995	-0.8220878350392858	-0.7968093611521708	-0.6970433634738544
CG8680	0.8442130879571953	-0.8407962534855187	-0.8813546437153964	0.22272919777366765	-0.5068530029302581	0.7265922281611521	0.6537791194377169	0.8915779919945968
Msp-300	0.050230962130271437	-0.50422765869159	-0.5225213627056637	0.6014295614836567	-0.43228983962007267	0.6808096582480984	0.5243543673754163	0.0759793670512637
snmRNA:158	-0.3468930512294494	-0.1990809832235638	-0.17464221103705194	0.16917757041729517	-0.20352934983306709	0.25661179706187404	0.037923971803304826	-0.2794037796839085
Cyp28d1	0.2659967805996766	-0.4707421975624867	-0.46694712700108526	0.8839043120686074	-0.46849953677554645	0.8162664151703742	0.830510462124831	0.2901501586417885
tkv	-0.564898334484394	0.9290884313944026	0.904036842233883	-0.3425372968713174	0.8846735254852698	-0.7577968324848793	-0.8706799836941607	-0.49507598111866125
cype	0.7992156508520541	-0.9133954484378527	-0.9148787554913168	0.277047718880563	-0.6341755486202899	0.7882222607684284	0.7616463611881727	0.8311509721335295
CG7382	-0.28087442576863836	0.6882307222707537	0.6979932701340018	-0.11974647289473148	0.6173288585718457	-0.6409904747692682	-0.44357525974415773	-0.4598415860297944
cl	-0.013244580261746677	0.609064500093226	0.44497233343422155	0.34663370467318916	0.7434633865461678	-0.2887902696542137	-0.28032722154978285	-0.16395188663726667
CG6907	-0.20480696886264224	0.7682191277372294	0.6187559898056235	-0.5957523465016945	0.8624650955925798	-0.815402208151008	-0.943697930301664	-0.20304086149961897
CG31648	0.848781878213167	-0.7944301674883436	-0.9330600366306149	0.11120972059154094	-0.40897615664305564	0.5621603574710866	0.4833715608582155	0.7762530770596352
CG7277	0.7215235570828603	-0.613603871483654	-0.7773871408242105	0.34353479946053256	-0.27836424836485785	0.6039247526209415	0.48010090974644143	0.6944880328011611
