gene	bait	correlation
CG17834	AcCoAS	-0.8282252186749041
Tsp29Fa	AcCoAS	-0.88772948721838
Aldh	AcCoAS	0.9310299791800095
Gdi	AcCoAS	-0.843744263005249
zf30C	AcCoAS	-0.981357431651997
CG18854	AcCoAS	-0.809825526977022
CG4592	AcCoAS	0.9207309121421536
CG31712	AcCoAS	-0.9138335632340379
CG4658	AcCoAS	-0.9587202585409175
CG5850	AcCoAS	-0.83770282826457
Dref	AcCoAS	-0.860233038632925
CG34159	AcCoAS	-0.9169215299308379
CG5734	AcCoAS	-0.8635099090218233
Pros35	AcCoAS	-0.8356889201084801
me31B	AcCoAS	-0.8277168741754841
CG31717	AcCoAS	-0.8676240412934133
CG5676	AcCoAS	-0.8282210653915095
Rsf1	AcCoAS	-0.9670558595096227
CG18619	AcCoAS	-0.971238738622249
CG4968	AcCoAS	-0.877703575501718
CG5384	AcCoAS	-0.8648331453887437
CG5366	AcCoAS	-0.9452676831075533
da	AcCoAS	-0.9253996512171481
CG31716	AcCoAS	-0.9023486314037105
CG5168	AcCoAS	-0.9002837860206533
CG5343	AcCoAS	-0.9416439034979012
TfIIB	AcCoAS	-0.9451633582376945
UbcD2	AcCoAS	-0.9193944617409949
CG6700	AcCoAS	-0.9055708942116931
Stam	AcCoAS	-0.9135793483963395
l(2)06225	AcCoAS	0.9376543224388195
dUTPase	AcCoAS	-0.9244243926770991
Ge-1	AcCoAS	-0.8509321908611703
CG6686	AcCoAS	-0.8753147567422255
CG6770	AcCoAS	-0.9258633072982964
CG17218	AcCoAS	-0.9273285821653519
vir-1	AcCoAS	-0.8356293588903152
CG5446	AcCoAS	-0.8885025441682681
bun	AcCoAS	-0.8450700293729482
spict	AcCoAS	-0.8970873955958222
CG5787	AcCoAS	-0.8849860286837438
CG5792	AcCoAS	-0.9057563369358295
CG9934	AcCoAS	-0.8794201117926015
Edem2	AcCoAS	-0.8280958285568379
Tap42	AcCoAS	-0.8624072966030298
CG18507	AcCoAS	-0.8269417563572791
CG31731	AcCoAS	-0.9048547909853988
CG7953	AcCoAS	-0.8686208651036234
Smg5	AcCoAS	-0.9271994155903706
Rab14	AcCoAS	-0.9459308031603348
noc	AcCoAS	-0.8526628254681117
Adh	AcCoAS	0.9387821291481937
dyn-p25	AcCoAS	-0.977633481669896
NC2beta	AcCoAS	-0.8781671870069343
l(2)35Bg	AcCoAS	-0.8306067299786258
l(2)35Di	AcCoAS	0.9342300764727877
Gli	AcCoAS	-0.8627526601729367
CG5869	AcCoAS	-0.8896737188674394
grp	AcCoAS	-0.9499934682766674
CG17331	AcCoAS	-0.8160790647873278
Mhc	AcCoAS	0.9260313909316421
Cyt-b5-r	AcCoAS	0.9322800190855492
CG6115	AcCoAS	-0.9219244074151327
ApepP	AcCoAS	-0.8243968965552226
CG5110	AcCoAS	-0.9222456194459865
CG10413	AcCoAS	-0.8375345270661251
CG31751	AcCoAS	-0.8726847513993077
CG10623	AcCoAS	-0.943126341763075
CG10639	AcCoAS	0.9602253129648971
mib2	AcCoAS	-0.9389698296268746
hkl	AcCoAS	-0.8102492886052898
Ddc	AcCoAS	-0.811753734572297
l(2)37Ce	AcCoAS	-0.979333558199548
Pax	AcCoAS	0.9218561022109301
RanGap	AcCoAS	-0.8182199088320785
Top2	AcCoAS	-0.8889663936720653
ref(2)P	AcCoAS	-0.9322796979132502
spi	AcCoAS	-0.9012535865828786
fbp	AcCoAS	0.9384287060556079
CG10664	AcCoAS	0.9205291878337922
fok	AcCoAS	-0.8185513859181789
Taf13	AcCoAS	-0.845066388497623
CG2493	AcCoAS	-0.8096951964206212
Pomp	AcCoAS	-0.8669813343635487
CG9331	AcCoAS	0.9689539267528908
CG9339	AcCoAS	-0.891449882523006
RPA2	AcCoAS	-0.8259646921271836
CG9257	AcCoAS	-0.8809380488913462
CG3305	AcCoAS	-0.920241570597473
Df31	AcCoAS	-0.92959686270997
cul-2	AcCoAS	-0.8545411564373729
CycK	AcCoAS	-0.9359005833983566
CG1832	AcCoAS	-0.8797087955898683
CG3262	AcCoAS	-0.8185844669484144
Cht3	AcCoAS	-0.8433235846034633
Spf45	AcCoAS	-0.9128830178021674
CG17528	AcCoAS	-0.828519054523868
gus	AcCoAS	-0.8640558840168134
d4	AcCoAS	-0.9672434610778373
CG10465	AcCoAS	-0.8215826729296324
CG11665	AcCoAS	-0.880834812239736
CG1344	AcCoAS	-0.85572482181564
l(2)NC136	AcCoAS	-0.8688021312844182
CG1298	AcCoAS	-0.9497702467571942
Src42A	AcCoAS	-0.8558817117636184
PNGase	AcCoAS	-0.8565952796948351
Act42A	AcCoAS	-0.9230130649270936
geminin	AcCoAS	-0.9623458435684188
Adf1	AcCoAS	-0.9446610363371265
Mob4	AcCoAS	-0.9610448635612158
Rab2	AcCoAS	-0.9284306196824309
l(2)01289	AcCoAS	0.9564090718450687
Eb1	AcCoAS	-0.8123184354434256
SdhB	AcCoAS	0.9329321947776824
Tsp42Ee	AcCoAS	-0.819335861181142
Tsp42Eg	AcCoAS	0.9550177118474857
Tsp42Er	AcCoAS	-0.9226855529701569
p47	AcCoAS	-0.8958536258841755
Aldh-III	AcCoAS	0.9617510182048818
CG1620	AcCoAS	-0.9566749281496133
CG1600	AcCoAS	-0.8308183026889029
Cyt-b5	AcCoAS	0.9546487192335307
Rpt1	AcCoAS	-0.8877410784168178
CG1399	AcCoAS	-0.8975225704463882
CanB2	AcCoAS	-0.8799130429913041
CG1882	AcCoAS	-0.9307150969986667
cathD	AcCoAS	-0.9177337668651179
nito	AcCoAS	-0.8474136591530671
CSN4	AcCoAS	-0.8870352381280875
Vps28	AcCoAS	-0.9709683197065356
CG11210	AcCoAS	-0.8958238459122444
Socs44A	AcCoAS	-0.9285515991738827
CG8709	AcCoAS	-0.8770565339751618
kermit	AcCoAS	-0.810893421885352
pnut	AcCoAS	-0.8727389885265918
CSN7	AcCoAS	-0.8904600581872872
Cirl	AcCoAS	-0.8952929615725127
Vps25	AcCoAS	-0.826415887238952
CG14767	AcCoAS	-0.9679175823545577
CG13751	AcCoAS	-0.8377860130738134
CG8243	AcCoAS	-0.9165394768435544
CG8237	AcCoAS	-0.8398732697601422
CG8232	AcCoAS	-0.9406352577603955
CG8080	AcCoAS	-0.9213279452778009
CG18659	AcCoAS	-0.9101530486320999
CG8788	AcCoAS	-0.877101982719449
shrb	AcCoAS	-0.9233916407644446
ltd	AcCoAS	-0.9388418934945036
Myd88	AcCoAS	-0.8543736808199235
wun	AcCoAS	-0.8566186668672984
ced-6	AcCoAS	-0.8912585851070001
CG12926	AcCoAS	-0.8487697268589662
Uba1	AcCoAS	-0.8265586791828614
CG42347	AcCoAS	-0.9205506362946831
CG1599	AcCoAS	-0.9221135305374631
Prosalpha7	AcCoAS	-0.8534383174577592
CG1513	AcCoAS	-0.906132829483194
CG12140	AcCoAS	0.9689422827314783
CG12130	AcCoAS	-0.8292533653493466
CG1407	AcCoAS	-0.9031768407388765
CG18445	AcCoAS	-0.9368088682349649
Jra	AcCoAS	-0.9425939955985507
Syb	AcCoAS	-0.8896096371468198
CG17765	AcCoAS	-0.8202876430076916
CG7220	AcCoAS	-0.8386091162119229
Prosbeta5	AcCoAS	-0.8448333506912847
CG9027	AcCoAS	-0.876221297283017
CG7777	AcCoAS	-0.8548756950529116
wal	AcCoAS	0.9499770792333192
Mtor	AcCoAS	-0.9079258451608171
CG8979	AcCoAS	-0.9363090203813637
Oda	AcCoAS	-0.8577644798666614
CG8839	AcCoAS	-0.9321615439766349
CG8501	AcCoAS	-0.8848308771282273
Lac	AcCoAS	-0.889870778679637
Dgkepsilon	AcCoAS	-0.9463034773797334
Nmda1	AcCoAS	-0.9149049357196765
CG13319	AcCoAS	-0.8330782121587645
CG3884	AcCoAS	0.9381815120585607
TppII	AcCoAS	-0.9039159398124884
CG4663	AcCoAS	-0.8753404276125518
drk	AcCoAS	-0.8803856642916257
CG6145	AcCoAS	-0.8490300381739099
CG6543	AcCoAS	0.9686973873099829
CG16935	AcCoAS	0.9424139923901478
CG13349	AcCoAS	-0.8890823499193625
Cp1	AcCoAS	-0.8640518371648891
CG8613	AcCoAS	-0.9324090724486404
Tfb1	AcCoAS	-0.9349593525022499
Rpn6	AcCoAS	-0.8842794968762737
BEAF-32	AcCoAS	-0.9474069845489249
CG10249	AcCoAS	0.9209914140466255
SRPK	AcCoAS	-0.8433674887940684
Khc-73	AcCoAS	-0.8083199876824491
CG12963	AcCoAS	-0.9545199714705285
Iap2	AcCoAS	-0.8451982608776865
casp	AcCoAS	-0.8828668219933036
CG8405	AcCoAS	-0.8076959334423414
Dg	AcCoAS	-0.8159844288051541
Rho1	AcCoAS	-0.8581656516027893
Lis-1	AcCoAS	-0.8081397684162672
CG8446	AcCoAS	-0.8536452621137737
Nup62	AcCoAS	-0.8349372713883157
CG8317	AcCoAS	-0.8147127978731172
CG15609	AcCoAS	-0.8693543894071639
CG8963	AcCoAS	-0.8754638400567286
RhoGEF2	AcCoAS	-0.8995513936798667
fat-spondin	AcCoAS	0.926347115933876
Sply	AcCoAS	-0.8204542201305995
Bap55	AcCoAS	-0.846173717015574
CG14478	AcCoAS	-0.8746755920588012
Rab4	AcCoAS	-0.933745159398427
CG14483	AcCoAS	0.9528067580286199
Sema-1b	AcCoAS	-0.826717927605318
UbcD10	AcCoAS	-0.8214002920774326
Mapmodulin	AcCoAS	-0.9087694015164789
CG5770	AcCoAS	-0.8684189204610208
CG10912	AcCoAS	-0.8291320184062981
Dgp-1	AcCoAS	-0.864881704365827
CG5721	AcCoAS	-0.8876905623735107
slim	AcCoAS	-0.8916745215124242
CG5189	AcCoAS	-0.8681213940044543
Eip55E	AcCoAS	0.9328176950975248
CG5482	AcCoAS	-0.8975032387506331
SP2637	AcCoAS	-0.9563912626828404
Gint3	AcCoAS	-0.9014574274605353
CG15098	AcCoAS	-0.8953174019022025
CG15118	AcCoAS	-0.948033449957238
Tab2	AcCoAS	-0.9028687849588184
hrg	AcCoAS	-0.954589306144095
CG8920	AcCoAS	-0.8227073179034232
MED8	AcCoAS	-0.8657920428588177
CG8929	AcCoAS	-0.9468928696414571
l(2)05510	AcCoAS	-0.8208737751437734
bl	AcCoAS	-0.8883330645219386
maf-S	AcCoAS	-0.934324413000334
CG30152	AcCoAS	-0.901901747441789
Act57B	AcCoAS	0.9668951561654511
Pros29	AcCoAS	-0.8827634413967019
CG3295	AcCoAS	-0.9494498086277825
cpa	AcCoAS	-0.9080014786809957
CG4030	AcCoAS	-0.8920007644239772
Pu	AcCoAS	-0.8404475931743286
CG10069	AcCoAS	-0.9193463846464012
CG30392	AcCoAS	-0.9000967355165679
Sdc	AcCoAS	-0.9553103843145989
Egfr	AcCoAS	-0.9465990879639327
HmgD	AcCoAS	-0.9061756519534752
Tango11	AcCoAS	-0.854650179336899
CG42257	AcCoAS	-0.8726995483434168
CG11474	AcCoAS	-0.9221725906364415
CG11275	AcCoAS	-0.8976833320369828
CG3074	AcCoAS	-0.9023184004099988
Gp150	AcCoAS	-0.8235515998423494
Vps20	AcCoAS	-0.9789554178092906
CG3732	AcCoAS	-0.9390895326301725
CG4250	AcCoAS	-0.8926211822249404
CG30273	AcCoAS	-0.8501507627958529
asrij	AcCoAS	0.9328119382201319
l(2)06496	AcCoAS	-0.861213839036976
l(2)k09913	AcCoAS	-0.8517682969231958
CG30410	AcCoAS	0.9509807242648671
pita	AcCoAS	-0.8814351441332205
CG4019	AcCoAS	0.9620908151177746
l(2)efl	AcCoAS	-0.8895361449517454
CG4797	AcCoAS	-0.8588222955987594
usnp	AcCoAS	-0.912700857297793
CG5554	AcCoAS	-0.8882705744124235
gbb	AcCoAS	-0.9673740729382176
TBPH	AcCoAS	-0.8318004644980063
Ca-P60A	AcCoAS	0.942086049045778
Tal	AcCoAS	0.9627515010725026
G-salpha60A	AcCoAS	-0.8142167985436529
Phm	AcCoAS	-0.9120588284647524
CG3907	AcCoAS	-0.912400901417709
Chi	AcCoAS	-0.8658091927109616
Rap2l	AcCoAS	-0.8871978225627605
yki	AcCoAS	-0.9726096595731618
CG3356	AcCoAS	-0.8881739277992843
CG3394	AcCoAS	-0.9201798403443724
betaTub60D	AcCoAS	-0.8805765975870838
Mov34	AcCoAS	-0.8668111834040608
CG13585	AcCoAS	-0.9304717194886357
pio	AcCoAS	-0.8562147931734732
key	AcCoAS	-0.9589255199575988
CG30423	AcCoAS	-0.9205543610047692
zip	AcCoAS	-0.8880051762985982
Yeti	AcCoAS	-0.822132955210636
Pk61C	AcCoAS	-0.886924983494379
mri	AcCoAS	-0.9706890162863393
thoc7	AcCoAS	-0.8572701153755566
CG33229	AcCoAS	-0.8863623632233185
miple2	AcCoAS	-0.9133104716143103
Ptpmeg	AcCoAS	-0.9587924330382684
mthl10	AcCoAS	-0.8408429140946383
emc	AcCoAS	-0.8792978002832683
CG9205	AcCoAS	-0.852497402564935
CG2469	AcCoAS	-0.8342266474079425
CG9153	AcCoAS	-0.8314526495313147
Ptp61F	AcCoAS	-0.9057482916848124
pUf68	AcCoAS	-0.8849599697439229
CG12099	AcCoAS	-0.8930875397414243
CG12004	AcCoAS	-0.8762050547496066
CG7967	AcCoAS	-0.938906293473422
drpr	AcCoAS	-0.9195623834726007
Cht2	AcCoAS	-0.8504547884395232
Cdc37	AcCoAS	-0.9268816307704135
CG12025	AcCoAS	-0.870828232039341
dre4	AcCoAS	-0.9350085550675842
CG9018	AcCoAS	-0.861867602877251
CG2034	AcCoAS	-0.8243931093020228
CG32302	AcCoAS	-0.918263548197341
CG1317	AcCoAS	-0.8181357537261007
CG33232	AcCoAS	-0.8573693725968898
msn	AcCoAS	-0.825973346041376
CG1240	AcCoAS	-0.8905625774921502
CG9977	AcCoAS	-0.817204707119568
CG12093	AcCoAS	-0.8322186712505177
CG32486	AcCoAS	-0.8619674802786291
CG11486	AcCoAS	-0.8595464564197769
prominin-like	AcCoAS	-0.8962952559769343
CG12034	AcCoAS	-0.9290910587163762
CG17746	AcCoAS	-0.8813749899128035
CG11526	AcCoAS	-0.9616706455401648
YT521-B	AcCoAS	-0.9279535642636214
CG14977	AcCoAS	-0.9484807310826887
CG10863	AcCoAS	0.9568265898261421
CG14995	AcCoAS	-0.9269441555153752
Ras64B	AcCoAS	-0.9381319275838248
ImpL2	AcCoAS	-0.8140745449907034
ago	AcCoAS	-0.8946804568865007
CG1316	AcCoAS	-0.8846395076145771
CG15012	AcCoAS	-0.9125064681830706
Cip4	AcCoAS	-0.8506399287777594
Rpd3	AcCoAS	-0.8441020207598019
CG4603	AcCoAS	-0.9338965081081065
CG4618	AcCoAS	-0.9898161765732395
CG10672	AcCoAS	0.9206775490669852
shep	AcCoAS	-0.8313330462805348
bc10	AcCoAS	-0.8538347825624799
Txl	AcCoAS	-0.8630191789769733
CG13298	AcCoAS	-0.8129462364587714
CG10103	AcCoAS	-0.9467200580995083
G-ialpha65A	AcCoAS	-0.8595047368041216
Dbi	AcCoAS	0.950919761070128
CG8602	AcCoAS	-0.907849387031598
CG8600	AcCoAS	-0.8910188465417388
pst	AcCoAS	0.9688479306727668
akirin	AcCoAS	-0.8817304987953232
smid	AcCoAS	-0.9006566282953355
lqf	AcCoAS	-0.8862105236495381
CG7492	AcCoAS	-0.9676969933264843
RNaseX25	AcCoAS	-0.9471207703666417
CG8042	AcCoAS	-0.8712817466357119
CG8209	AcCoAS	-0.8742578200277832
CG7927	AcCoAS	-0.9486538619984233
Uba2	AcCoAS	-0.8957653443625284
CdsA	AcCoAS	-0.8380830845662144
Atg18	AcCoAS	-0.9644964232569979
CG7375	AcCoAS	-0.849310576305115
eIF4E-3	AcCoAS	-0.9227913585723903
CG6776	AcCoAS	-0.8687429391583852
CG6673	AcCoAS	0.9283967076094267
CG6638	AcCoAS	0.9305213549461604
CG32355	AcCoAS	0.918906872728032
dally	AcCoAS	-0.8675349090887879
GNBP3	AcCoAS	-0.8444207231316002
bol	AcCoAS	-0.8743433074202577
Dhpr	AcCoAS	-0.872448609084647
UGP	AcCoAS	0.9408451531414647
CG3689	AcCoAS	-0.9082862467356098
CG3529	AcCoAS	-0.8663995928085412
Uch-L3	AcCoAS	-0.8860347973023234
CG8336	AcCoAS	-0.9388431556622601
UbcD4	AcCoAS	-0.9027817135605141
SH3PX1	AcCoAS	-0.8275449183298044
vsg	AcCoAS	-0.9239561795885695
I-2	AcCoAS	-0.8251597414591169
CG6707	AcCoAS	-0.9348779030280245
nudE	AcCoAS	-0.9448330688532793
scramb1	AcCoAS	-0.8564023800085014
Aps	AcCoAS	-0.8392064257334876
Ufd1-like	AcCoAS	-0.8998740033704279
CG7600	AcCoAS	-0.8469975501906034
Mob2	AcCoAS	-0.9137682865183573
CG6038	AcCoAS	-0.8076523606471172
CG5946	AcCoAS	0.9291176497780503
obst-G	AcCoAS	-0.8602322556164208
Pop2	AcCoAS	-0.874188790927275
l(3)neo18	AcCoAS	0.9476381403987464
RhoGAP68F	AcCoAS	-0.9416017423442051
Nrx-IV	AcCoAS	-0.9093386456818121
Ncc69	AcCoAS	-0.8234801529422259
vih	AcCoAS	-0.9085918166607395
Klc	AcCoAS	-0.8335287208236412
CG11009	AcCoAS	-0.9387921706953889
Syx13	AcCoAS	-0.8805058741815568
CG10140	AcCoAS	-0.8225845602684047
CG14109	AcCoAS	-0.8502389236070452
CG10083	AcCoAS	-0.8226993261056718
CG10743	AcCoAS	-0.9544233170888372
CG8745	AcCoAS	-0.870302904934838
endos	AcCoAS	-0.9509751355406604
bmm	AcCoAS	-0.8576893016603464
Prosbeta2	AcCoAS	-0.8508090203792243
CG7945	AcCoAS	-0.9405511342083329
CG7739	AcCoAS	-0.8913016493974021
CG7656	AcCoAS	-0.9012203134799013
Dcp2	AcCoAS	-0.829536527069731
brm	AcCoAS	-0.9008648265428885
th	AcCoAS	-0.9527793032991455
Mbs	AcCoAS	-0.842163240660172
CG5284	AcCoAS	-0.857951410727451
MED10	AcCoAS	-0.8219795410747733
fax	AcCoAS	-0.8704491378634788
TMS1	AcCoAS	-0.9642777584142412
Smn	AcCoAS	-0.9630298431916224
Rpn12	AcCoAS	-0.8873585934122171
Syx8	AcCoAS	-0.9437743010747542
Pros26	AcCoAS	-0.8494709590274252
CG9705	AcCoAS	-0.9125735203305165
TSG101	AcCoAS	-0.9315593527676672
CG6664	AcCoAS	-0.9106161842163947
CG34250	AcCoAS	-0.9553091628043084
Oatp74D	AcCoAS	-0.8323090654707024
CG6259	AcCoAS	-0.9192450649376366
Pep	AcCoAS	-0.8798506588086765
CG18811	AcCoAS	-0.924647022341314
Chmp1	AcCoAS	-0.8772703494324827
MED11	AcCoAS	-0.9233943077478657
Aut1	AcCoAS	-0.9474036750220615
CSN1b	AcCoAS	-0.8279752594782173
CG9629	AcCoAS	0.9406906212986437
trc	AcCoAS	-0.842929592213455
Mi-2	AcCoAS	-0.8553769681044511
CG7757	AcCoAS	-0.9440446769301207
Rpn1	AcCoAS	-0.8890404731001162
RhoGDI	AcCoAS	-0.8817728901484294
Nca	AcCoAS	-0.8601205757266104
CG14184	AcCoAS	-0.9670060204698027
obst-J	AcCoAS	-0.8690453448878834
CG6597	AcCoAS	-0.9725590233872
Snap	AcCoAS	-0.8487129199138179
Psn	AcCoAS	-0.8983749551962692
CG32428	AcCoAS	-0.9502217152983866
CG5059	AcCoAS	-0.8941604453012986
Pitslre	AcCoAS	-0.9556580030049509
CG13255	AcCoAS	-0.9231253996887816
CSN3	AcCoAS	-0.8958426298460556
siz	AcCoAS	-0.8748994729655312
CG12974	AcCoAS	-0.9398790396770489
CG7324	AcCoAS	-0.9441159669325633
Syx7	AcCoAS	-0.9355555153323968
Hr78	AcCoAS	-0.9354987715628456
CG7611	AcCoAS	-0.9300792552384985
Pros54	AcCoAS	-0.8746356117143673
Chro	AcCoAS	-0.8501962632368615
Ssl1	AcCoAS	-0.8836687224715974
alpha-Cat	AcCoAS	-0.841116185904119
Dbp80	AcCoAS	-0.8413664797636456
CG12582	AcCoAS	-0.9161204426553826
MP1	AcCoAS	-0.8752765527279297
CG9779	AcCoAS	-0.8902290622411433
CG9776	AcCoAS	-0.8867806353697877
Cont	AcCoAS	-0.9551139448861621
tub	AcCoAS	-0.9188968151083056
CG9855	AcCoAS	-0.9614689473508808
CG14650	AcCoAS	-0.879533868680506
MED31	AcCoAS	-0.9814612078064248
tacc	AcCoAS	-0.8870907969697982
UbcD6	AcCoAS	-0.884498924175799
CG1115	AcCoAS	-0.9070665036637393
CG12163	AcCoAS	-0.9424288881241502
CG1161	AcCoAS	-0.858312207239855
Snr1	AcCoAS	-0.9025269212346004
Hdac3	AcCoAS	-0.8886535047932855
Pcmt	AcCoAS	-0.8425281210631027
Rheb	AcCoAS	-0.8800840673965634
Rga	AcCoAS	-0.9191069194919148
Atu	AcCoAS	-0.8847208659541165
CG31548	AcCoAS	0.9292819061687542
MTA1-like	AcCoAS	-0.8666788867460786
CG2182	AcCoAS	-0.865527543143347
Xe7	AcCoAS	-0.9512400193221529
CG1236	AcCoAS	-0.9099318760690486
sec8	AcCoAS	-0.8718831842686803
Rpn5	AcCoAS	-0.8708823210602159
CG2046	AcCoAS	-0.8376372315634373
CG2017	AcCoAS	-0.9345178619241697
CG31367	AcCoAS	-0.8417874518117554
CG33097	AcCoAS	-0.8768211518322178
CG10277	AcCoAS	-0.9521494064606744
CG10267	AcCoAS	-0.8519705631312199
CG1943	AcCoAS	-0.866034843807625
CG1091	AcCoAS	-0.8152146425420472
CG31496	AcCoAS	-0.9028560537590741
CG2846	AcCoAS	0.933159360493067
CG2698	AcCoAS	-0.9103583417401243
RpA-70	AcCoAS	-0.9304366148925897
CG8043	AcCoAS	-0.9364929404626021
CG9797	AcCoAS	-0.9125001411664855
CG8223	AcCoAS	-0.8863519457224212
CG8379	AcCoAS	-0.9304379981042668
pyd	AcCoAS	-0.8909289045458375
CG31100	AcCoAS	-0.9334202155409242
Prosbeta3	AcCoAS	-0.8537541174608614
CG11982	AcCoAS	-0.837059614136834
CG11984	AcCoAS	-0.9518717852468034
CG11985	AcCoAS	-0.8788918299479256
hyx	AcCoAS	-0.8343205213494125
Rel	AcCoAS	-0.9306013858800395
D1	AcCoAS	-0.9285957292916064
CG8121	AcCoAS	-0.885772781198981
CG33936	AcCoAS	-0.8359589554068633
CG8132	AcCoAS	0.9293433200704926
Ras85D	AcCoAS	-0.9214435368339124
CG8176	AcCoAS	-0.899610204849948
CG9393	AcCoAS	-0.8096013526756485
bocksbeutel	AcCoAS	-0.9142493790470316
Fst	AcCoAS	0.965113609751372
CG8417	AcCoAS	0.9541391615736678
CG3909	AcCoAS	-0.8579464474993054
CG3940	AcCoAS	-0.8146858551620432
tws	AcCoAS	-0.8669443241200513
CG42394	AcCoAS	-0.9192946160724017
CG6693	AcCoAS	-0.957376206606603
CG17734	AcCoAS	0.9239786586745843
CG6782	AcCoAS	0.9555005252168054
Jupiter	AcCoAS	-0.8877155412570392
glo	AcCoAS	-0.8610850994334058
CG12213	AcCoAS	-0.8778967101389914
Dip-C	AcCoAS	-0.8849222101937815
CG17202	AcCoAS	-0.8913618903144134
CG5641	AcCoAS	-0.9301596915670647
Pros25	AcCoAS	-0.8818678927639543
Aos1	AcCoAS	-0.8546153962432529
CG6359	AcCoAS	-0.8995312271857551
granny-smith	AcCoAS	-0.9025458407291798
CG17327	AcCoAS	0.9313991136437422
CG8031	AcCoAS	-0.8914373135244618
CG12360	AcCoAS	-0.887860320421771
CG32473	AcCoAS	0.9600923275882661
poly	AcCoAS	-0.8107314863786947
CG9588	AcCoAS	-0.9252038064670195
twf	AcCoAS	-0.8946770757697853
RpII140	AcCoAS	-0.8524120143047434
CG12207	AcCoAS	-0.9520975249545641
put	AcCoAS	-0.8920935321422545
His4r	AcCoAS	-0.9750935611127016
CG33330	AcCoAS	-0.8151575600978976
Caf1	AcCoAS	-0.8692114183250833
Set	AcCoAS	-0.8450298650793597
Cp190	AcCoAS	-0.8891914050369039
MRG15	AcCoAS	-0.8795739423363268
Sra-1	AcCoAS	-0.8666722980746252
CG5044	AcCoAS	0.955861337819864
glob1	AcCoAS	0.9569582889024841
mor	AcCoAS	-0.9532029980200404
Akt1	AcCoAS	-0.8825901192082416
CG5903	AcCoAS	0.9298675568659512
gish	AcCoAS	-0.8328005079090427
