	Cpr57A	Alas	pio	obst-A	Cht2	Cpr49Ag	kkv	Gasp
GlyP	-0.6813132458564136	0.8380131760483994	-0.9711001789711009	0.5937722714148342	-0.8320155402158399	0.5798725828663237	0.5568255639117701	0.6273433057885964
tho2	0.604893220875396	-0.7947946871564447	0.9081134387566092	-0.4650116730074561	0.7674713358482592	-0.5619663632169827	-0.4310294559374429	-0.4505510607921689
Uch	0.6622230416096987	-0.8841092949751377	0.948550964449064	-0.518129319441329	0.7822622594696723	-0.5943205762096391	-0.4241754158375689	-0.464760482256472
CG7082	-0.11019196565381462	0.5709756787255912	-0.3847723841389293	-0.22919802340853015	-0.06068671719145637	0.16586748675824847	-0.39866342469324606	-0.4465482520261974
l(2)s5379	0.42431693639022977	-0.8065293059193893	0.9115417443186776	-0.35680102931507096	0.6918809772392477	-0.5041985280796895	-0.3351815767708899	-0.3119535022615503
CG10882	-0.5888611185703796	0.32875026251047534	-0.36328797876069235	0.6894578013305217	-0.490300663730649	0.4100875537666827	0.6300770195717629	0.7695136530639239
CG4267	0.80557454065111	-0.5915915763855719	0.8362468735578599	-0.5548487872749235	0.8446135397446702	-0.38679281164446233	-0.5323846574613796	-0.6793264195301222
Rab5	0.5468574831338354	-0.8149346667199973	0.9705905307211873	-0.5112480534486952	0.8212087034779179	-0.5624405183303403	-0.4987359433882001	-0.5062994842038442
CG3609	-0.7816329655671228	0.915857246875815	-0.7055323652993	0.6366571825775478	-0.6298847910658271	0.7207114034483356	0.36503808829240486	0.4440731302487587
Slh	-0.613276916554848	0.18037367740952534	-0.1596082991052246	0.6069585125069898	-0.41269458776795553	0.3414528843947552	0.48171889271913954	0.6178147511572009
Cyp309a1	0.4851713119136457	-0.6584880202495441	0.9815192195522296	-0.37487721290780784	0.8327090292380459	-0.35965947781013985	-0.46597094020063995	-0.4994104663958804
CG3214	-0.7894056041092217	0.9468528970639774	-0.8480669370207251	0.6028237610770365	-0.6808358047514756	0.6695552620514031	0.42273698474956095	0.528776934084077
p16-ARC	0.3899496877828333	-0.6048249593707781	0.606109580304831	-0.5852515481890551	0.7971665804499203	-0.6911925352098969	-0.4630879826768306	-0.3314163325357672
Drp1	-0.15341278757025953	-0.04709053027971048	0.35244685016686683	0.4194039007296173	0.013920723257585085	0.31759663671847826	0.1877218481503538	0.16535380018270832
Hrs	0.5958199675873418	-0.7980763592952226	0.9884113130175557	-0.5093748230319028	0.8366710971918649	-0.530624365332655	-0.5111858119722617	-0.5446027455485061
Pgk	-0.7342418059739101	0.9260314932233581	-0.8996599454987068	0.6271339580929406	-0.7307208619555348	0.6604423207664225	0.5015271277866928	0.5919788543185442
CG9894	0.41387803413051527	-0.57688730903314	0.5855942476959924	-0.5077055250942247	0.7177332851628109	-0.655406115738721	-0.41620116977614546	-0.30163966891407795
Taf10b	0.6463163225796387	-0.8641269756333726	0.9449668245044418	-0.6431135877533526	0.8486878892934973	-0.6862212113716502	-0.5790794936419125	-0.5918844541709835
Taf10	0.5967471920274806	-0.840398979180208	0.8805922333073871	-0.7487819574696657	0.8633429134875455	-0.782806164217441	-0.6767597774301402	-0.6493472846173451
colt	-0.6148300747039918	0.7544462130064309	-0.710580769438461	0.937718126587405	-0.7968196235131944	0.8851897573858846	0.8416364627922903	0.8184005901862083
CG2862	-0.19673801075573696	0.14248904100394424	-0.37107306187525246	0.7338617338357322	-0.5094777443350537	0.4393443919068886	0.9284912113034818	0.9279059694016084
oho23B	-0.793497723797469	0.759889998966597	-0.6039957792944172	0.186307523798792	-0.3755454250660609	0.3004871322921522	-0.07722510515280777	0.11207163927875478
CG2991	0.4997568603938077	-0.6343748880541242	0.9690677270915611	-0.5176200534611518	0.8378966474921021	-0.41220177932013036	-0.6404246990328957	-0.6895269070373974
CG31694	0.4434231868803253	-0.7195800171426826	0.9538480057488642	-0.5338814719128371	0.8498920386046528	-0.5387532261576199	-0.5924157415916008	-0.5700119134551124
CG8814	0.6045360596125255	-0.6826291123648025	0.27695862270672794	-0.5976444770042166	0.3659999246294605	-0.7096891636910281	-0.21822659324768168	-0.22884929509614965
Prx6005	-0.5129417411058758	-0.05019474479622541	-0.13079619840128567	0.5538635368633971	-0.3987670356153862	0.1868926017775445	0.6117623605078274	0.7618186668737054
CG31950	-0.09237475959670237	-0.48576197156501866	0.2001470893778449	0.11146146390414588	-0.10034631774294801	-0.2794473651095439	0.24608357531004518	0.36167988813990065
betaggt-II	-0.8048852469913524	0.6851520778923106	-0.5825698380580787	0.30208221224328397	-0.4819759610940568	0.33818827646648875	0.047554854045383184	0.21723646838537763
NTPase	-0.8767785153156231	0.6859055030875321	-0.8300192512611326	0.6574821370685332	-0.8752886992046424	0.5413728797699779	0.5666871711876472	0.6917222338202188
Rbp9	0.9085686704586973	-0.4276130445317597	0.4504126037800527	-0.30236752375342435	0.46320567925322237	-0.1768017197380364	-0.12269259935494468	-0.3741521864011843
CG9643	-0.7347484129418187	0.5721507990943656	-0.405019503797959	0.09699817459151763	-0.31426839420051694	0.20300323916611288	-0.20812791531869337	-0.044222143743028
Chd1	-0.19130537788556898	0.24810640411406457	0.13645135884943954	-0.23763242818636135	0.2711175151663886	-0.030937583091942566	-0.5677348447886336	-0.49311833433228336
CG3558	0.6269198130661137	-0.6886581468368029	0.8010946163496339	-0.6356278621847992	0.7554134378719732	-0.627076264134013	-0.6353611838625893	-0.6659770192808416
CG3605	0.1736626989464657	-0.5597256940873045	0.7659162809894204	-0.5230168364293004	0.6841446024267531	-0.5487381643612222	-0.6540369873603821	-0.550463418360333
CG17259	-0.8352762938347709	0.7233216936564302	-0.6495171265160672	0.6089726534459753	-0.6716219512814539	0.5682255979449481	0.3845858617445861	0.504414017274961
CG12400	-0.7378935060516529	0.8587937234250996	-0.7481755041924408	0.7066657671581449	-0.6128013383046598	0.673441691997359	0.5669356394617555	0.7041049895153286
Mad	0.7176901209892199	-0.7927971245689984	0.9631068833533136	-0.5316495147776169	0.8904710925726554	-0.5535158649668014	-0.48910548534513293	-0.5428727775807844
CG3332	-0.40478089934992006	0.2996212799965439	-0.3455357900716332	-0.47636359685509644	-0.08235363290852453	-0.29496807993823554	-0.6133541684668626	-0.451375865752823
CG15406	0.5621179785907077	-0.7745691055797931	0.7996043509996641	-0.7678106700462121	0.8377793017721918	-0.8084213220473775	-0.7029017149103397	-0.6510345658252057
Ptpa	0.0627848595774536	-0.4853720454740932	0.5984771368428404	-0.21153458113615226	0.5159332054544892	-0.41107333609552443	-0.26119842120469733	-0.11411087163963077
CG2774	0.6787232636957298	-0.8556304213023361	0.9605476109581134	-0.5500935465930077	0.8394595764546741	-0.5944431697412257	-0.4759565533148976	-0.5183257611117228
CG3246	-0.7003405241406852	0.933535957362206	-0.6921563069942557	0.7524231202853757	-0.6625464225305356	0.8653694509653911	0.48558225939670957	0.48835243807108675
Pdsw	-0.8045146539838195	0.9381604969261487	-0.7888376889765792	0.583955291675981	-0.6507750333297613	0.6656750472034683	0.35227217186893817	0.45615907061762373
Thor	0.8368803032340374	-0.7921843062480055	0.8685959193340271	-0.5736772922783084	0.8932130792723831	-0.5959665074222272	-0.4389343239810644	-0.5172362524689782
CG33123	-0.8498196094302883	0.7307290786842215	-0.5947028750657631	0.6238315527473968	-0.6198973410131006	0.5931273353040347	0.36860150005043	0.49691108753418584
CG17593	-0.8132696123945171	0.5613542548266077	-0.5612576919481563	0.7473277811141082	-0.6749247560689642	0.5601743590873315	0.6089871424927467	0.7527535392474877
drm	0.17841573783835632	-0.6009014262193683	0.8483344061642718	-0.36680532780485015	0.6747323674201549	-0.4247702194715799	-0.5000946918342319	-0.4248834667551991
for	0.35001092311403165	-0.6425006605374117	0.9378686171050882	-0.20799007788686574	0.6784758649491107	-0.2592118842575445	-0.3074021573672149	-0.32770957139695706
CG16704	0.6684719250329647	-0.34627522002068034	0.06925510765911891	-0.32912068337405975	0.24549763714359707	-0.32771510767743206	0.014592891395836359	-0.10478166117309658
CG16713	0.30626226235600373	0.2353923316006546	-0.16413174796916982	0.1288885532002307	0.1642941641036568	0.19197096185788912	0.2652993754338187	0.20846680707402615
CG16712	-0.3131413418160495	0.8199727755267734	-0.5062928105734462	0.7614965703676376	-0.4212165702516559	0.8873413625506917	0.6010230709898239	0.5322737560039281
bowl	0.5856870050018088	-0.7712361905414552	0.9408796849079731	-0.6647571212990055	0.8593081964221684	-0.646344440224608	-0.6843733466509276	-0.6938617752856621
CG34176	-0.24968087664636163	0.5941101231717658	-0.7822595629556185	-0.04688018730132538	-0.4557219789344827	0.09622528732444986	-0.02626849549258635	-0.0005891421630143108
CG15422	-0.021224691250475748	0.13874704888294537	-0.31568055941854634	-0.4071331807160326	-0.173474752281217	-0.25816843058196426	-0.42277127325858144	-0.43314536776248436
CG15423	-0.05219725910657664	0.2431450939867512	-0.46885890098817007	-0.5378527804218287	-0.048846451804281495	-0.38293834506209934	-0.4599600143442765	-0.3661962701351491
CG10039	0.529314232922306	-0.5263872843207787	0.4975196362458401	-0.9201119482622765	0.731985728381457	-0.830880268871375	-0.8531149406961258	-0.804037258170895
CG3714	0.6455764057215254	-0.8136478955741722	0.9468974020991102	-0.5948214414146195	0.8859483687439949	-0.6351046493755909	-0.5515484094394157	-0.5629123068133731
CG3702	-0.8018296374692171	0.4973775600482176	-0.40856252441769614	0.34635382032952244	-0.4168224735021146	0.2728462994290323	0.10796150842202558	0.30633211982323205
RpL40	-0.7908717701371704	0.659372763187578	-0.47113685325425675	0.17772248931269954	-0.2839133150051856	0.24597512187320342	-0.10150114966564712	0.11418247933969065
Tps1	-0.5265726394051001	0.8794885692967821	-0.7980450335893575	0.8155139167480671	-0.7541863410197785	0.874992412964899	0.7026975803481637	0.6501528617138222
CG3652	0.45033541964635776	-0.7527193690102875	0.4739854120562321	-0.26939170769978243	0.4233407535818751	-0.5622226903842659	0.047731618060843	0.10719063061061251
l(2)k05819	0.7026764697568139	-0.869097062154782	0.895300630329522	-0.7019254848417917	0.82691507235448	-0.7454259993045134	-0.609739121314942	-0.6310566009992815
Dim1	0.18409730106782238	-0.5602905859941374	0.7354378783953116	-0.36963192221083097	0.7406436651915639	-0.46841626839195416	-0.39158732333763396	-0.26135547160069456
CG15438	-0.8131287339219125	0.5352974217806319	-0.794884363150263	0.6164004419648869	-0.8261708898872346	0.3932404470720126	0.6295103453980215	0.7970619121936386
CG15440	0.718611023894072	-0.8468979356452426	0.8779610479409753	-0.727660032480204	0.883515666896724	-0.7619232664836111	-0.6167897142893942	-0.625122239083561
Gs1l	-0.7759985816429704	0.8157463487165851	-0.6523684012248774	0.3247647441775594	-0.5226622375746011	0.4650587804123108	0.03707776304024423	0.148656525565996
RpL27A	-0.734428918922512	0.7877939273310663	-0.6405955024889753	0.27600053961463755	-0.46971196707301205	0.397940590086344	0.0091381202339249	0.1368125524178435
mRpL27	-0.8068625366233193	0.7956930353803607	-0.6330571897187728	0.44439557225326465	-0.48298905864932934	0.46701357363650126	0.2064647291377634	0.3913543395938203
CG3244	-0.2655163126130465	0.7787474459658328	-0.36459705243503215	0.7597537588737517	-0.37475275573286476	0.9617749789405093	0.5052282262430765	0.3543450628245941
CG2976	0.21228374998620891	-0.29400136320859066	0.5375459315317097	-0.4762172341674512	0.8198049130201676	-0.4516423334387574	-0.5156724239774743	-0.37220983761802423
CG15626	0.8199986789900603	-0.7996882328214239	0.8516675439735515	-0.7531585175146777	0.9017770555857368	-0.7255529336874391	-0.6335422774870113	-0.688038428012336
CG2950	0.9703277162906743	-0.6720370059198508	0.5821604186590198	-0.4923668105735384	0.6266260951063817	-0.5173914018917718	-0.23513878019447684	-0.38286384622776104
mRpS2	-0.8311364008269376	0.8307048235938393	-0.6686904211528621	0.5286149486758455	-0.583877133884092	0.5687837482435254	0.26584241049349366	0.4020979246734689
CG3008	0.6024994349708523	-0.6936453135061031	0.9472687774225904	-0.4764512508163775	0.8410144147379464	-0.474840012314388	-0.5272214776628822	-0.5689661013960172
CG3036	0.7311912532645313	-0.7409047031637636	0.9114668478222095	-0.42858252275285375	0.7648103197442025	-0.3897934092754064	-0.36934808906526184	-0.49117474593989296
mRpL24	-0.8639358151803062	0.7980991344885608	-0.6803711577686822	0.5688935997580091	-0.5981399992197118	0.5479710614056652	0.3451775475541994	0.5154628989858804
betaggt-I	-0.4133000216026615	0.03404038619571486	0.35564397318965735	-0.22520734145297716	0.3351842444056626	-0.10677898881714981	-0.5745697876151981	-0.4096169714583153
Jon25Biii	0.3367656634672127	-0.13070132712887134	-0.33524413447808377	-0.14268051215635827	-0.19698644865745785	-0.20353556259368333	0.2325964641176947	0.16007030886040974
Jon25Bii	-0.4542853913670582	0.42896522029577794	-0.9119820037986303	0.22441190003600725	-0.76770649681355	0.11770871650461093	0.42622419787561044	0.5124795761596705
Jon25Bi	-0.7957786092125907	0.8216128001936809	-0.9233312733467324	0.42279154816736164	-0.7873587555423568	0.4663984801631954	0.3068345517264549	0.415204197107217
CG34125	0.6942564878170507	-0.8406149151888915	0.8592153866769676	-0.6800024400296364	0.8844519541309408	-0.7271974133917382	-0.542978962315016	-0.5462010668553564
Trip1	-0.6706743028503002	0.4263851384936059	-0.27481347865936945	-0.06005513550660196	-0.16260526694886393	0.022186450379518958	-0.34384897484748606	-0.1445424211643694
CG8885	-0.777944281118123	0.7301845791531217	-0.6581954896608845	0.8715313156643936	-0.7704340730739554	0.7830723188667928	0.6970979246313614	0.7512351570125889
CG14043	0.24508856338514307	-0.6349508766774528	0.7271503066407123	-0.4977275867988875	0.620973257900134	-0.6007973897214784	-0.5511457808330062	-0.4558854570556793
mRpL28	-0.861162190415963	0.8499410953411521	-0.7442556078632836	0.6352015044980899	-0.6801310725269828	0.6358946787799363	0.4130813909011079	0.5427928858148863
Gmd	0.3701155075475273	-0.7245353207963743	0.664154486424198	-0.28225253966087255	0.6103443124273329	-0.5171704678115735	-0.11081075189723978	-0.022802075799389473
CG3792	-0.8535742310657937	0.6981509499751409	-0.6968022106997885	0.753008692678131	-0.74279084183139	0.6208147765765197	0.6085567953250663	0.746309926828116
CG8891	-0.8596524387761608	0.765565582942738	-0.6358358286240119	0.6378754939850246	-0.5907436171537226	0.5877160861023097	0.41180007354304077	0.5704520892772134
Rtnl1	-0.40375005849895096	0.3173520952104581	-0.4056176597270955	0.884445092641431	-0.6137259892949949	0.642939843606409	0.9444074625175802	0.947747678926617
CG3887	0.2659681575222305	-0.6003246360534689	0.7601496582201462	-0.19991129801926988	0.6788609022851578	-0.3457269745296198	-0.17909217205321384	-0.10031815093709329
vkg	-0.7200617179219305	0.8924121395842848	-0.6917984059752925	0.7970922199304692	-0.7000041285280183	0.8567893512315264	0.5503127702889855	0.5630378356131492
Cg25C	-0.7319127031941359	0.8884812602360935	-0.7001313282534637	0.8010103032812198	-0.7067681778950156	0.8454084097218393	0.5617334273373622	0.5855837864302916
CG31650	-0.07135821453757119	-0.37788843842460196	0.6218376928893079	-0.3931503802042712	0.508629959446476	-0.40213648102634825	-0.6062002302831321	-0.473499441203068
CG31919	0.3968389629038724	-0.7024350652658387	0.9517695350552106	-0.33898757130885204	0.6811973310644948	-0.3654026417801061	-0.4172970530483485	-0.44136576248912623
CG33995	0.42600993176639756	-0.6932789787966845	0.940292552654621	-0.3614684871881236	0.8034245021195735	-0.39854555975003436	-0.40799268554465473	-0.40721300272329
eIF-3p40	-0.6561130904829293	0.5446172750348268	-0.373525941755242	-0.012538969422126685	-0.15125667162290454	0.07874137086764081	-0.2766507225808227	-0.06873944400097189
Rpn11	0.6610419737896414	-0.8753947367189806	0.9334302348644175	-0.5131363816988103	0.8150363157582462	-0.6149751532022031	-0.4107312497043603	-0.4327431049649928
pgant5	0.2062037654246368	-0.6696746741630331	0.8203504117750745	-0.27508518157232414	0.5827927998993776	-0.4248299216347718	-0.3410399542830302	-0.27256263003685033
CG5828	0.776083166870212	-0.8960962465533432	0.9040791571005588	-0.6148571418681028	0.8157973613092656	-0.6681058261170854	-0.46591351549446464	-0.5250624305698259
CG8680	-0.8141124444527658	0.9088969481347908	-0.726761599779048	0.5878141644856077	-0.5846839209362569	0.6426553908392103	0.34697213781359065	0.4795455937283978
Msp-300	-0.22870057957754122	0.5269879637571127	-0.3701703800362383	0.4734618778083084	-0.5504566438354009	0.6621016690418854	0.2671733103940731	0.09767342312814263
snmRNA:158	-0.030827426383037582	-0.012081402339479847	-0.07185977324799843	0.04370330333888342	-0.3979696357283795	0.15955388705593443	-0.04089443140861559	-0.20372782711915824
Cyp28d1	-0.12341540533936038	0.8109911629911574	-0.4260430816419437	0.5961410650877393	-0.2732139702150673	0.8319735134479592	0.3869752463389061	0.24208308437596818
tkv	0.6148210429639569	-0.7996043331610769	0.9758693745595755	-0.5934358040909427	0.8710904726454628	-0.5971132911957708	-0.5907024219996082	-0.6140561138582716
cype	-0.8069941461285391	0.9417539255669353	-0.8241461578873347	0.5975889011936691	-0.6656665020374961	0.6626176152440674	0.39988718922281113	0.5144510205278735
CG7382	0.4576176256349223	-0.54116625074192	0.6269266290938674	-0.29165426493620117	0.6799058357747705	-0.35286563183444375	-0.16376291692809972	-0.14770707047433554
cl	0.3499931610593291	-0.14088633528391	0.6884498128936446	0.1560964073671128	0.6560484462871548	0.21162571146890083	-0.026602886623893627	-0.10103472687001547
CG6907	0.31281025262647755	-0.743613030946746	0.7980524531646013	-0.4343624826496181	0.6295233286935934	-0.5947612311333337	-0.43367828859433216	-0.35597447058256143
CG31648	-0.8621501277751296	0.7457481471446445	-0.6841136153086593	0.6723779055782518	-0.7199647486195844	0.6202519390401969	0.4598929733217697	0.5754764788383114
CG7277	-0.6330071322553313	0.7522454047816948	-0.4882017822980015	0.6880058392311317	-0.5095788283440846	0.7201658197300441	0.4032651712960058	0.4365087332601568
