	stw	Gasp	pio	puc	serp
Tat	-0.9440555713469183	-0.9231670265412827	0.9914190073657118	-0.4694057943794381	0.7041188184429407
CrzR	-0.9841839708541293	-0.9721478725400335	0.9996384745733747	-0.3246386578757954	0.8070679790169147
Ncc69	-0.9936306824817522	-0.9853460901296027	0.9957660081158979	-0.26235891177366005	0.8438043110785132
Wbp2	0.35268612399048177	0.4067737156543947	-0.1548350003797619	-0.87128561038555	-0.7270240688797516
CG17839	-0.8314626093727229	-0.7975697305688275	0.9271429831525507	-0.6754697848851775	0.5039773271770387
CG5151	-0.12537005246202934	-0.18314073973644604	-0.07919586359053321	0.9615400058281438	0.5473867267337067
MYPT-75D	-0.6860156097634929	-0.6423182708829807	0.8197522761716483	-0.8233780030228253	0.2978704514419096
CG3961	-0.5709980426480454	-0.6180033965834868	0.39194183090262136	0.724655874926254	0.8729701038667619
barc	0.9967767668315758	0.9903839892673856	-0.9922389758793331	0.23075334680391654	-0.860854859934919
CG12581	-0.5115016586541157	-0.5608490090736059	0.3258888524451684	0.7715821016172911	0.8362832425012983
beta-Man	0.9075263483724618	0.8814278957257462	-0.9740162633076057	0.5530164545990157	-0.6317578024549519
CG17816	0.4373765785533048	0.3840695600314947	-0.6112658389809932	0.9552954136413625	0.0008582354717671033
mura	-0.994465341897653	-0.9866247149650647	0.9950320499794512	-0.2549536670802695	0.8478935228919727
CG8312	-0.9682934947168729	-0.9520375165069909	0.9988716193335107	-0.3940462731860495	0.760945533311896
PK2-R2	0.12937249200511874	0.18710629703041515	0.07517259476609593	-0.9604238221555701	-0.5507593298051733
foxo	-0.9819633511373103	-0.9692342569245049	0.9998910238091918	-0.3360847510216651	0.7998482768819462
Pde6	-0.9852905117607802	-0.9736184940780515	0.9994472980620825	-0.31861780513407845	0.8108062044698202
Hs6st	0.26270943304562544	0.20586713229345274	-0.4536073285933578	0.9935896823119601	0.18660802092382525
RhoGAP93B	0.24179284771749346	0.18466760168725654	-0.43423855224825136	0.9958009984310873	0.2077991746405322
Cad99C	0.9966792820051623	0.9902164096356888	-0.9923882277418684	0.2319267321869035	-0.8602405074898467
CG11360	-0.8797583770246259	-0.9060410109617366	0.7645700680567706	0.33622175814190924	0.999122113368997
PIP4K	0.6529897118279323	0.6961386294874243	-0.48515949556462107	-0.6493509670129823	-0.9188131429256695
CG11155	-0.5138790590382804	-0.5631393725309757	0.32850544762590655	0.769817693886401	0.8377982782220286
Cals	-0.9843595692542783	-0.992973386224608	0.9278929772656743	0.024552447257003576	0.962032549096341
luna	0.7088207408665584	0.7488362985699911	-0.5504017139945755	-0.5894929054001012	-0.9462256875490637
tai	-0.5834053580991624	-0.6298769129110767	0.4058745695147376	0.7141021371912186	0.8802803866374362
dlp	0.6494783176778054	0.6928093555852055	-0.48110825604101315	-0.6528628657597202	-0.916977028072302
Gdap2	-0.2513794601938485	-0.30751909300429964	0.04910575951368324	0.9184527554446911	0.6500443503003153
vir-1	-0.7045887678217512	-0.6619100126107683	0.8342786667556737	-0.8084378972748408	0.32243985908776124
ham	-0.9878764111013535	-0.9952610163922394	0.9355961682790314	0.003332413933538113	0.9560239889113743
Haspin	-0.7130253109977874	-0.6708276150709738	0.8408130061891754	-0.8013406984786475	0.33373792157413823
CG30015	0.9910231385188157	0.9815153565246006	-0.9974885146928522	0.2827235549303405	-0.8322571846402792
GEFmeso	0.9827875362828586	0.9919048295664785	-0.9246097830240088	-0.03326020839777535	-0.9643736670656539
CG30377	-0.8642335969163641	-0.833352534506089	0.9485437216543188	-0.628568844075694	0.5564336469755904
CG30440	0.08090385609473037	0.1390201009546544	0.12366989706090786	-0.9728549313754662	-0.509436619283838
Lerp	0.9876537350989474	0.9768096528263421	-0.9988635713448397	0.3049072829839267	-0.8191675104809775
LpR2	0.9257657859660904	0.9462815854632386	-0.8294242694414656	-0.23303746390532284	-0.9978361438438125
CG31140	-0.12151743952885403	-0.0632967036005442	0.32101234416967234	-0.999528120350268	-0.3256688637198024
Nlg1	0.9472136858683687	0.9643324863291226	-0.8621260228124931	-0.17295151294834218	-0.9919245790875049
SKIP	-0.9933976489121729	-0.9984045497037878	0.9492496561147811	-0.037556515343651634	0.9432330630580547
CG31475	-0.5525791113759236	-0.5029219690455058	0.7106595455937805	-0.9077466465584398	0.13153567491941678
IRSp53	-0.7870297884418676	-0.7496281128832583	0.8961247849077082	-0.7293403242389562	0.4371630364186803
CG32085	-0.6059353535528921	-0.6513942589062923	0.4313254738791502	0.6942050099523204	0.8932299394620584
SCaMC	-0.9162988467408835	-0.8913250935434043	0.9786359529270097	-0.5350759311158748	0.6481872840518561
CG32264	-0.30079550887680184	-0.356020735751897	0.10037765067902493	0.8969089454684949	0.6882428885595481
Mrtf	-0.411775204299698	-0.46433241489027194	0.2176650565195344	0.8381348053358852	0.7694239528779037
zormin	0.9877414537772736	0.9951763414551826	-0.9352897238955925	-0.004199349526790901	-0.9562778936449803
CG32333	0.9641937587395678	0.9470456863029871	-0.9979889677316627	0.4086281289244729	-0.7505200439572345
CG32369	0.19496091503118304	0.13730302736785255	-0.3905208512068075	0.9990463019517922	0.25448968767382407
Cda4	-0.9303050092684001	-0.9501519859406529	0.8361707150654915	0.2211684257056155	0.996960726705732
CG33111	-0.6267958193815101	-0.6712646197377025	0.45507322493562086	0.6748945549669313	0.9048263596772176
CG33144	-0.6648255051186143	-0.6200298404824771	0.8029570176810477	-0.8393446430097313	0.27031733143018166
Nipped-A	-0.8746736552484394	-0.8448488958998098	0.9550243339736989	-0.6119901568488395	0.5738707311478083
form3	0.7374852731995306	0.7756969596098846	-0.5845777549674737	-0.5554605494216389	-0.9588367206080837
CG40006	-0.8579544774048922	-0.8865131422283535	0.735425824011985	0.37739471107569417	0.9963056397202655
MFS17	0.9153742202577613	0.9373400985630828	-0.8142620015133704	-0.2588384758647369	-0.9992326522984128
CG6006	0.9999999585229468	0.9983073555806661	-0.9790064505747428	0.15166482492827546	-0.8990289026344231
nub	-0.9167059632759277	-0.8917860292423048	0.9788446896394443	-0.5342158820894317	0.648961920991705
spri	-0.13100566949938114	-0.1887241491087104	-0.07352995753350182	0.9599637046793777	0.5521334379390822
mol	0.16756714200237566	0.10966094949381293	-0.3647284069784107	0.9998748503377707	0.28132652227860716
chinmo	-0.9192135216160578	-0.8946284660687688	0.9801185604320026	-0.5288612523092624	0.6537585616325446
puc	0.15194950438800794	0.0939222812699308	-0.34995220722246595	1.0	0.2964727193887538
Cht10	-0.9013442690534381	-0.874490260911969	0.9706317426664772	-0.5650330769314301	0.6204573821147982
CG42268	-0.9799354087161145	-0.9666110612243929	0.9999906665030807	-0.3459016165063703	0.7935369808876868
Pde9	0.8006402121751033	0.7642538327207049	-0.9058333298305212	0.7138451947421994	-0.4571831855592583
bun	-0.39195858096688463	-0.44505799677503444	0.1964929578742703	0.8497423484217153	0.7554214899707034
CG42284	0.09965646663185034	0.04133092417262995	-0.3001041787351122	0.9986107164726313	0.3463855946469894
grh	0.5362782905906003	0.5846925057803493	-0.3532490651490403	-0.7527532186471997	-0.8518771812443675
Mob2	0.8892263480035899	0.9144434792426558	-0.7774942321024721	-0.3170379899812877	-0.9997665664285792
kuz	-0.2355510533835569	-0.17834681601994865	0.4284396877937191	-0.9963688315153181	-0.2140820968755384
serp	-0.8989027455474042	-0.9229741984828111	0.790900441853774	0.2964727193887538	1.0
ctrip	-0.8287426371223945	-0.8600341606031424	0.6974818557950854	0.4272046034052797	0.9901598773225503
Gprk1	-0.9866008622351099	-0.9944499640475514	0.9327372390753851	0.011344504335065628	0.9583432001883256
p120ctn	-0.9255726228247131	-0.9018644554719446	0.98325278414051	-0.5148145419380933	0.6661299605600721
scny	0.4850704303762802	0.5353509236082307	-0.2969185061893251	-0.790614696104322	-0.8191808357762457
CG42598	-0.7637074046608396	-0.7246712586420061	0.8791217835037393	-0.7541114012040445	0.4036466090306677
Cad86C	0.8218768403269963	0.8537666250943496	-0.6887171351230459	-0.4381666326835853	-0.9883851434300416
Xrp1	0.9336440982211288	0.9529836179482688	-0.8411873153855672	-0.21217592727783705	-0.996200823745208
plx	-0.4373677337063599	-0.4891796837713236	0.24516492728629483	0.8223827007368616	0.7871701842226271
sxc	0.8858754811820416	0.9114756454466694	-0.7728994952421634	-0.3239277926549324	-0.9995829730199317
CG42663	0.7901356006868252	0.7529614020862733	-0.8983548652608166	0.7258755818657168	-0.44169996779794934
ps	0.13250334014770587	0.1902076252819115	0.07202312227333159	-0.9595393855587016	-0.5533924803070949
CG42673	0.8870264993288809	0.8585245203015653	-0.962438254242545	0.5911403981403737	-0.595049413548947
Lmpt	-0.18262155833424382	-0.12484611399930734	0.3789226866359893	-0.9995160666680584	-0.2666209751585454
pdm3	0.3258162894020645	0.27000241509983125	-0.5114357054027717	0.9839625977214447	0.12136266324758661
larp	-0.9984483531827376	-0.999996177269651	0.966211300353521	-0.09667473943927403	0.92190651185236
gce	-0.13278716957867504	-0.19048874949049496	-0.07173750318282579	0.9594587146082155	0.5536309726207623
mid	-0.33416759579246985	-0.38868264015518234	0.13532573592833164	0.8807928435488735	0.7133448468222673
Gprk2	-0.7743573490755945	-0.8100153410392202	0.629352022685481	0.5077379968595394	0.9733095808300873
d	-0.7903020874124149	-0.8247620809110179	0.6490402412008665	0.4855166716823649	0.9788657477341969
uex	0.7048347885302902	0.6621698948100265	-0.8344697977134257	0.8082337549154167	-0.3227680747960676
magu	-0.7376499193550835	-0.7758508136613392	0.5847755591697954	0.5552577848701318	0.9589059271736158
Sarm	-0.031885975450270956	0.026584949057175542	0.23466223176509635	-0.9927307333712034	-0.40926302659491415
cic	-0.44736401177897317	-0.49887068859280337	0.2559555820519398	0.8159902426826487	0.793995452043498
Myc	-0.9682781953415662	-0.9520187778126575	0.9988687092671396	-0.3941025533908206	0.7609058013479681
fzr	0.9943369686708919	0.9864259548617133	-0.9951522611579998	0.2561281911678516	-0.8472488193982657
Skeletor	-0.4084620737347723	-0.35441564436440465	0.5857039018319733	-0.9642419906128658	-0.03276318106834213
axo	-0.7864997927426383	-0.7490595401889687	0.8957433899367462	-0.7299274922949838	0.43639063304377473
milt	0.99652212125296	0.999688866875592	-0.9586987285177668	0.0690599954407433	-0.9322867642349698
cnc	-0.9966876024693749	-0.9902306719810229	0.9923756310064197	-0.23182727222034258	0.8602926374024235
CG31688	-0.7764490211740694	-0.81195332113926	0.6319227084268624	0.5048815350878219	0.9740644255660134
hppy	0.06362374622965353	0.12184270764668963	0.14084310059327032	-0.9767181439939795	-0.49445206320633966
mld	-0.9682781953680978	-0.9520187778451524	0.9988687092721888	-0.39410255329323435	0.7609058014168639
CG17684	-0.6268617828958973	-0.5802530360275375	0.7723283996061372	-0.8653347551181718	0.22211315236911694
CG43759	-0.09941578173864045	-0.15740242999814705	-0.10520438540482435	0.9683855838325601	0.5253427343038253
Sema2b	-0.5515110646380575	-0.5993221635634703	0.3701726978866594	0.740679604636181	0.8612438407749352
CG17646	-0.023048839658304687	-0.08144004889809425	-0.1809268974360643	0.9846234229972903	0.4587504770262388
CG44085	-0.6696479675635971	-0.7119099455443378	0.5044587381665776	0.6323021950646306	0.9273517243978276
Src42A	-0.12914918951024681	-0.07097175680222538	0.3282880799139695	-0.9997348340055701	-0.3183862343316145
Meltrin	-0.3338566117602816	-0.2781931815689454	0.5187358937821822	-0.9824077126097626	-0.11290433712234221
Gyg	-0.7821525738329695	-0.8172325588078347	0.6389506420515282	0.4970041321674438	0.9760835293599293
Trpm	-0.1470815157630299	-0.20464058749623762	-0.05733120118794828	0.9552899535599911	0.5655950525171657
tn	-0.999980956839705	-0.9986322463122951	0.9777903037823059	-0.1458468891133402	0.9015896076523243
mbl	0.3940227524566643	0.33963131138291613	-0.5728543827285539	0.9682998874658929	0.0485141864068304
Smr	-0.9998192522489678	-0.9969989364712768	0.9827580293719079	-0.17071345126763895	0.8904101200579173
CG44422	-0.8813784985343126	-0.8522612531465394	0.9590848740983633	-0.600850290965856	0.5852876157620199
rdgC	-0.06468771003541789	-0.006253406061279176	0.26645444875916907	-0.9961474001334414	-0.3790825734181361
Pde8	-0.7343391095277015	-0.693411571957701	0.8571302002878305	-0.7824834002106109	0.3626919784268124
CG45050	-0.8428479878421433	-0.8728600813852103	0.715663741712532	0.403832502931444	0.9934285814810028
sima	-0.9996168803064728	-0.9995257929572195	0.9730561585134284	-0.12453430577294482	0.9106855899645995
Gp210	0.8678193214055201	0.8372951294383248	-0.9507901783653354	0.6229749648958174	-0.5623781360571523
Svil	-0.9665981089662872	-0.9499662078302613	0.9985310265446039	-0.40019494002525463	0.7565816704423568
mamo	0.14717296115883227	0.204731081579831	0.05723890151364752	-0.9552626142891109	-0.5656712932843934
