gene	bait	correlation
Vps28	Desat1	-0.8258872671207066
cul-4	Desat1	-0.8132854522532509
Socs44A	Desat1	-0.944480906057446
Pabp2	Desat1	-0.8458900212206676
kermit	Desat1	-0.9335190674704765
pnut	Desat1	-0.8909289352244465
Vps25	Desat1	-0.8084707525141477
Pgi	Desat1	0.9192632924071155
Su(var)2-10	Desat1	-0.9277917616733855
alc	Desat1	-0.8200763200968083
ltd	Desat1	-0.9154410925483818
Myd88	Desat1	-0.8272547668612247
wun	Desat1	-0.9010617970322782
Not1	Desat1	-0.8331665779626497
sec24	Desat1	-0.8293879783490232
Jra	Desat1	-0.922717622309447
lola	Desat1	-0.911159527415919
psq	Desat1	-0.859469834098042
Mtor	Desat1	-0.8395518807271913
Lac	Desat1	-0.9693714028086858
Sin3A	Desat1	-0.8982549084313695
Nmda1	Desat1	-0.8115100964893841
TppII	Desat1	-0.8170210966857838
Mp20	Desat1	0.9276072680325926
drk	Desat1	-0.8001236265856214
fl(2)d	Desat1	-0.9034189747266356
cg	Desat1	-0.9505817259149285
Tfb1	Desat1	-0.8556434574036146
Rpn6	Desat1	-0.8050627604839934
Pcf11	Desat1	-0.8078659945064518
aPKC	Desat1	-0.8201794189157999
SRPK	Desat1	-0.8941792102761271
Khc-73	Desat1	-0.9535530056594781
Iap2	Desat1	-0.9742220763226026
Mlf	Desat1	-0.8471710184683702
casp	Desat1	-0.8581743549211595
Dg	Desat1	-0.9320395521244252
Lis-1	Desat1	-0.9375060939242436
Nup62	Desat1	-0.961326073445698
RhoGEF2	Desat1	-0.8334623660367675
Sply	Desat1	-0.7984601475203494
robl	Desat1	-0.8311778991285995
Rab4	Desat1	-0.7997261462819995
icln	Desat1	-0.8715471655377547
Sema-1b	Desat1	-0.850757793852997
UbcD10	Desat1	-0.8500951686922478
Mapmodulin	Desat1	-0.8819529371416256
Hsf	Desat1	-0.9485810491023926
slim	Desat1	-0.933664415266498
SP2637	Desat1	-0.9179926776651575
Gint3	Desat1	-0.8200867349930566
Spt5	Desat1	-0.9635983555491666
par-1	Desat1	-0.8766636579078043
hrg	Desat1	-0.9262060694391612
MED8	Desat1	-0.9118892288641364
bl	Desat1	-0.9557627438748035
maf-S	Desat1	-0.9735521543069635
cpa	Desat1	-0.8029646639891771
Pu	Desat1	-0.8378242282182311
Sdc	Desat1	-0.8968996435106438
Egfr	Desat1	-0.9029677758682625
Vps20	Desat1	-0.8492031617018946
l(2)06496	Desat1	-0.8994743057331225
Ssrp	Desat1	-0.9060464902268512
usnp	Desat1	-0.8506435790529816
gbb	Desat1	-0.8045145201901114
TBPH	Desat1	-0.9655464144679923
Rap2l	Desat1	-0.8135038891896829
yki	Desat1	-0.8783099034205416
betaTub60D	Desat1	-0.840597902748317
slik	Desat1	-0.8388805861519629
key	Desat1	-0.815531743296902
zip	Desat1	-0.8308304526029106
Pk61C	Desat1	-0.94545887693961
p130CAS	Desat1	-0.8735490938887346
Mkp	Desat1	-0.8727497419073641
mri	Desat1	-0.8204262011397202
thoc7	Desat1	-0.9110061909043023
miple2	Desat1	-0.8332594334906774
Ptpmeg	Desat1	-0.8859445736037098
mthl10	Desat1	-0.8135582114994022
klar	Desat1	-0.9360444782831315
emc	Desat1	-0.8871322421325913
trio	Desat1	-0.8292463523842625
Ptp61F	Desat1	-0.8991998212324755
pUf68	Desat1	-0.9773198861416444
drpr	Desat1	-0.8645257722981255
HBS1	Desat1	-0.9613868477896071
dre4	Desat1	-0.9797172440889106
msn	Desat1	-0.8663100226868427
prominin-like	Desat1	-0.9544259618060281
ZnT63C	Desat1	-0.8530400297092817
YT521-B	Desat1	-0.9737557103376406
Fit1	Desat1	-0.8105147858008561
Ras64B	Desat1	-0.9111180284855303
ImpL2	Desat1	-0.9446637755128396
ago	Desat1	-0.9509909473648577
Rpd3	Desat1	-0.8129993352020302
shep	Desat1	-0.8782593060528374
Klp64D	Desat1	-0.8841479575245305
Sucb	Desat1	0.9325339008403399
bc10	Desat1	-0.8557158213277051
DnaJ-1	Desat1	-0.8923304621700815
Txl	Desat1	-0.7958154989751625
G-ialpha65A	Desat1	-0.8239723246423505
lark	Desat1	-0.864445421527485
akirin	Desat1	-0.8290125522530262
smid	Desat1	-0.9344510448747998
lqf	Desat1	-0.8271997557565218
RNaseX25	Desat1	-0.8275091121316361
Uba2	Desat1	-0.7972422259396621
Unr	Desat1	-0.917127194309421
Prm	Desat1	0.915811881928231
dally	Desat1	-0.9098035564969937
bol	Desat1	-0.8909821382695118
Dhpr	Desat1	-0.8346691131812222
UbcD4	Desat1	-0.9286899018948006
SH3PX1	Desat1	-0.885481717671471
I-2	Desat1	-0.8412467721120844
nudE	Desat1	-0.8251985434260048
scramb1	Desat1	-0.8571785637380257
Ufd1-like	Desat1	-0.8011323320564108
scyl	Desat1	-0.8308665038496905
Mob2	Desat1	-0.908391513538292
TfIIEalpha	Desat1	-0.797714622796257
Pop2	Desat1	-0.8974636217157232
Nrx-IV	Desat1	-0.9613120162136717
Ncc69	Desat1	-0.974489401431585
vih	Desat1	-0.9006599137456124
tral	Desat1	-0.8736135042238115
Tsf2	Desat1	-0.8137383951128947
Klc	Desat1	-0.9048154537511752
Syx13	Desat1	-0.8123320374465902
endos	Desat1	-0.8069071846319354
nuf	Desat1	-0.8391946630512715
brm	Desat1	-0.9076435943011034
th	Desat1	-0.9101955316860975
Mbs	Desat1	-0.8940546082299697
Taf4	Desat1	-0.8637549221354447
Pgm	Desat1	0.9139885526783122
fax	Desat1	-0.8970718544760186
TMS1	Desat1	-0.8417157383894699
Smn	Desat1	-0.8379182352672501
Rpn12	Desat1	-0.7967737288489748
nudC	Desat1	-0.8259024022518612
TSG101	Desat1	-0.8185299468048264
scaf6	Desat1	-0.8952146254795067
Nedd4	Desat1	-0.8986806695114288
Pep	Desat1	-0.8717713364391649
MED11	Desat1	-0.8509626416149684
rept	Desat1	-0.8690303231898908
Kap-alpha1	Desat1	-0.8744834465261553
trc	Desat1	-0.9311580564016777
Mi-2	Desat1	-0.8920989715450244
Rpn1	Desat1	-0.8056131842420856
Nca	Desat1	-0.8009014685207873
obst-J	Desat1	-0.8082430885675064
Snap	Desat1	-0.8807237923849979
Pitslre	Desat1	-0.9549660236522433
siz	Desat1	-0.9022189330406932
chb	Desat1	-0.8831696410112078
pzg	Desat1	-0.9428653325730281
Syx7	Desat1	-0.8011452321376576
Hr78	Desat1	-0.8530789156237608
Pros54	Desat1	-0.8154158566608098
Ssl1	Desat1	-0.9023698809594695
alpha-Cat	Desat1	-0.8110830852557971
aux	Desat1	-0.8544811640802469
tub	Desat1	-0.8509859610982644
MED31	Desat1	-0.8544272816186415
tacc	Desat1	-0.8269260216624362
atms	Desat1	-0.8164281569234955
katanin-60	Desat1	-0.8764928877679549
PEK	Desat1	-0.9139279398657398
Snr1	Desat1	-0.9583518488683322
Hdac3	Desat1	-0.9681558287943223
Rga	Desat1	-0.9109478173741586
MTA1-like	Desat1	-0.909661104269004
Xe7	Desat1	-0.9450138671289741
sec8	Desat1	-0.8328036497602906
alpha-Est7	Desat1	0.9829809555124586
pyd3	Desat1	0.9563184654339524
RpA-70	Desat1	-0.8335126624270615
pyd	Desat1	-0.9070414023153965
hyx	Desat1	-0.9518774549930656
Nmdmc	Desat1	-0.8410291225348004
Rel	Desat1	-0.8970559299378237
Ras85D	Desat1	-0.8501585691869866
Kap-alpha3	Desat1	-0.8267548128884692
bocksbeutel	Desat1	-0.9399852128946866
Fmr1	Desat1	-0.9025764617136167
tws	Desat1	-0.8140713872945912
Jupiter	Desat1	-0.8223798371144652
Taf12	Desat1	-0.9495834101557725
glo	Desat1	-0.9306151026874265
Pp1-87B	Desat1	-0.9188713544201079
poly	Desat1	-0.8865110623800195
rin	Desat1	-0.8763956550730865
Hrb87F	Desat1	-0.8426784263955338
RpII140	Desat1	-0.8443356345491022
put	Desat1	-0.961365697549297
His4r	Desat1	-0.8128499938206623
Tm1	Desat1	0.9929221061746352
Tm2	Desat1	0.9560963179141245
Sra-1	Desat1	-0.9810044798408067
mor	Desat1	-0.9234096867318032
gish	Desat1	-0.8530577501890259
Fas1	Desat1	-0.9035339781557264
SF1	Desat1	-0.8242963911960922
PP2A-B'	Desat1	-0.9619878850112126
cdm	Desat1	-0.9032557774559699
koko	Desat1	-0.8104484004298609
Mekk1	Desat1	-0.8866512236609282
snRNP-U1	Desat1	-0.8801319407891897
ire-1	Desat1	-0.9441823534990086
Pk92B	Desat1	-0.8623645438409533
RhoGAP92B	Desat1	-0.9166610881173964
Stat92E	Desat1	-0.8180687759610725
Mvl	Desat1	-0.8162789072167099
Rab11	Desat1	-0.8492176367403165
slmb	Desat1	-0.8096403272339795
how	Desat1	-0.825974125478035
mats	Desat1	-0.8197566135436637
Rpn7	Desat1	-0.8026507757232589
Irp-1A	Desat1	-0.8773789587695755
HP1c	Desat1	-0.8756194896862286
cnc	Desat1	-0.8689616567360583
Tbp-1	Desat1	-0.7955726519345951
Rab7	Desat1	-0.7955471405139747
Miro	Desat1	-0.9247155871975694
Rox8	Desat1	-0.846223972925525
twin	Desat1	-0.9270362059308113
Orct	Desat1	-0.8434140989723465
Smg6	Desat1	-0.8689159155247332
veli	Desat1	-0.8634028538499361
XNP	Desat1	-0.9597188352067335
jigr1	Desat1	-0.9184994816454569
gro	Desat1	-0.9535946290951103
TfIIA-L	Desat1	-0.8962380854104712
woc	Desat1	-0.8393127418567126
Mtl	Desat1	-0.8111103974971349
Mlc1	Desat1	0.991630671429861
Hrb98DE	Desat1	-0.8821895424593845
inx3	Desat1	-0.8249290168174481
Vha100-1	Desat1	-0.9735916017167856
alph	Desat1	-0.8623079098953939
Tpi	Desat1	0.9259324802540599
tmod	Desat1	-0.8324384006949274
dco	Desat1	-0.848685199639353
heph	Desat1	-0.8971537494490469
gw	Desat1	-0.9080496055060588
RhoGAP1A	Desat1	-0.8498155962762349
svr	Desat1	-0.8723536229378103
Dredd	Desat1	-0.9397978014740673
pck	Desat1	-0.9153602600551335
arm	Desat1	-0.9733759898574028
egh	Desat1	-0.8592345138022156
sgg	Desat1	-0.9017816943995016
roX1	Desat1	-0.8702950201262379
snf	Desat1	-0.8673135962608903
MAPk-Ak2	Desat1	-0.9685939229151576
sqh	Desat1	-0.8567765519038049
Lag1	Desat1	-0.8874913432967734
Rpt4	Desat1	-0.7956074228587984
ogre	Desat1	-0.8678517138822739
inx2	Desat1	-0.9003450430525806
sws	Desat1	-0.8589114153844506
mys	Desat1	-0.8021357689613148
Ubc-E2H	Desat1	-0.8518266763870554
Smox	Desat1	-0.8877389132680767
e(r)	Desat1	-0.8361647199923677
Dsor1	Desat1	-0.8061879840849037
l(1)G0232	Desat1	-0.9371188084719186
Idgf4	Desat1	0.9184340702702554
l(1)G0289	Desat1	-0.8153162734964488
ras	Desat1	-0.8397597762258814
Klp10A	Desat1	-0.8424421263145533
Gs2	Desat1	-0.9452394852281433
RpII215	Desat1	-0.9107414756147316
rho-4	Desat1	-0.8469107430654848
bif	Desat1	-0.8599043448994377
Usp7	Desat1	-0.8982632014989516
ade5	Desat1	-0.8121754073122762
hep	Desat1	-0.882728055842955
up	Desat1	0.9813531817399544
mRNA-capping-enzyme	Desat1	-0.8543632829315793
Scamp	Desat1	-0.7987470571439165
Pis	Desat1	-0.8500925423205941
PGRP-LE	Desat1	-0.872420259196136
sd	Desat1	-0.8481561072480918
UBL3	Desat1	-0.9262777962079415
Myb	Desat1	-0.9479922565992627
Gbeta13F	Desat1	-0.8315018348750156
Stim	Desat1	-0.8175149217975649
exd	Desat1	-0.9533861741487059
U2af50	Desat1	-0.9250942595513912
nonA	Desat1	-0.8894325371789272
e(y)1	Desat1	-0.9362092316337117
wupA	Desat1	0.9889867798421844
ari-1	Desat1	-0.8477046551617986
Rip11	Desat1	-0.8371630559039511
Tao-1	Desat1	-0.8772508273240511
Ubqn	Desat1	-0.875694199647392
Rab35	Desat1	-0.8548378261267247
Rab10	Desat1	-0.9032328653760683
Pp4-19C	Desat1	-0.9264692203684675
Tak1	Desat1	-0.9858326205079805
CG3164	CG16935	-0.8236077024158485
U2af38	CG16935	-0.8138883828742322
Ent1	CG16935	-0.8299645641641765
alpha-Adaptin	CG16935	-0.8407401740705612
ebi	CG16935	-0.8943357261608019
lwr	CG16935	-0.8761851251362685
CG2813	CG16935	-0.7985671643035885
CG3662	CG16935	-0.8807434691230729
PNUTS	CG16935	-0.9441483494442869
CG4552	CG16935	-0.8831909128339802
CG4887	CG16935	-0.9266111747212299
CG17660	CG16935	-0.961140115924491
CG18317	CG16935	-0.8224023452332103
Eno	CG16935	0.9135967688608398
CG31937	CG16935	0.968762785188606
Rab5	CG16935	-0.7978012741386353
p16-ARC	CG16935	-0.7994307997980397
Hrs	CG16935	-0.7991637979233113
Taf10b	CG16935	-0.8708967439489123
Taf10	CG16935	-0.9332396971721452
colt	CG16935	0.9551879560679458
CG31694	CG16935	-0.836887996525326
CG3558	CG16935	-0.8524326984061121
CG3605	CG16935	-0.8106710546424615
Mad	CG16935	-0.8256636241280043
Thor	CG16935	-0.7961300268429716
bowl	CG16935	-0.9065436136374332
CG3714	CG16935	-0.8727740699858038
l(2)k05819	CG16935	-0.8924262327295073
CG3008	CG16935	-0.8143805062199245
CG34125	CG16935	-0.8625444548272113
tkv	CG16935	-0.8604638508739664
Lam	CG16935	-0.8077380530934378
Oscillin	CG16935	-0.7971217423414398
mtm	CG16935	-0.9172551403248053
ade2	CG16935	-0.805088485853772
CG9135	CG16935	-0.8338022031879675
CG16947	CG16935	-0.8714938525017548
xl6	CG16935	-0.8142022587377026
ade3	CG16935	-0.8389020551594936
pes	CG16935	-0.8804541738520865
baf	CG16935	-0.8203117450268148
Mcr	CG16935	-0.8842256408723191
CG8475	CG16935	-0.8669843689705612
CG8372	CG16935	-0.8285611195995563
Snx6	CG16935	-0.8135318195306459
Pp2A-29B	CG16935	-0.9031822786240339
CG17293	CG16935	-0.9041994734513421
zf30C	CG16935	-0.9079801016237613
CG4592	CG16935	0.9132769795526328
CG31712	CG16935	-0.9072573123641662
CG4658	CG16935	-0.8481685848479664
Dref	CG16935	-0.8204649439299947
CG34159	CG16935	-0.8084780901346897
Rsf1	CG16935	-0.892095877425619
CG18619	CG16935	-0.8740660059251497
CG5604	CG16935	-0.8069886470029328
CG5366	CG16935	-0.8701263985827281
da	CG16935	-0.9338180138169201
CG31716	CG16935	-0.8181246938762415
CG5343	CG16935	-0.8806288524248128
TfIIB	CG16935	-0.8668755322749014
UbcD2	CG16935	-0.80176586391604
CG6700	CG16935	-0.8712503732902194
Stam	CG16935	-0.8102563786394811
SCAR	CG16935	-0.860849599845742
dUTPase	CG16935	-0.8169509617398737
CG6686	CG16935	-0.8213115519858256
CG17218	CG16935	-0.9233462880536126
CG5446	CG16935	-0.8226999799253268
bun	CG16935	-0.8413599927302094
CG5787	CG16935	-0.8041056591690776
CG5792	CG16935	-0.824869062604753
Smg5	CG16935	-0.8495500783889255
Rab14	CG16935	-0.9054046577158721
noc	CG16935	-0.9112819637543188
dyn-p25	CG16935	-0.8837744592070117
NC2beta	CG16935	-0.9353913759829472
TfIIS	CG16935	-0.8033492453545054
Gli	CG16935	-0.7964383633673403
grp	CG16935	-0.8791308590644196
Mhc	CG16935	0.9154012285973188
CG6115	CG16935	-0.8108074729694272
CG5110	CG16935	-0.8260996608141695
mib2	CG16935	-0.8872361515066679
hkl	CG16935	-0.851827408235941
l(2)37Ce	CG16935	-0.9490163590800784
ref(2)P	CG16935	-0.7993413432283557
spi	CG16935	-0.8398280081696414
Taf13	CG16935	-0.8459823278048377
CG9339	CG16935	-0.8999178812678776
RPA2	CG16935	-0.843794764504448
CG9257	CG16935	-0.8342453736252874
bur	CG16935	-0.8300492742386968
Df31	CG16935	-0.8174257468460687
CycK	CG16935	-0.885378555806253
CG1832	CG16935	-0.8981908958752391
Spf45	CG16935	-0.8662565864068481
d4	CG16935	-0.9031183662263726
l(2)NC136	CG16935	-0.8587097933755125
Src42A	CG16935	-0.7964541891207061
geminin	CG16935	-0.9154878412366529
Mob4	CG16935	-0.8810866079113014
Rab2	CG16935	-0.8960326900257629
l(2)01289	CG16935	0.9279701098696557
Tsp42Ee	CG16935	-0.8023321933419587
CanB2	CG16935	-0.8514780267818529
CG1882	CG16935	-0.819455066110353
Vps28	CG16935	-0.8648068160541881
Socs44A	CG16935	-0.941437663500094
CG8709	CG16935	-0.9398107778523531
kermit	CG16935	-0.8007775422038157
Cirl	CG16935	-0.8305941282281865
Vps25	CG16935	-0.8693831984615358
PGRP-SC2	CG16935	-0.8099461845397028
CG8243	CG16935	-0.8354211300751742
CG8232	CG16935	-0.8250092667544902
CG18659	CG16935	-0.8321408001865738
shrb	CG16935	-0.8007373108170718
ltd	CG16935	-0.8696201154655453
Myd88	CG16935	-0.8215431734463451
wun	CG16935	-0.8128319748610003
CG42347	CG16935	-0.8538568026900799
CG18445	CG16935	-0.8758625053590292
Jra	CG16935	-0.9126962273541314
CG17765	CG16935	-0.8652037835226826
lola	CG16935	-0.8414948477012968
CG9027	CG16935	-0.8308003564245132
Mtor	CG16935	-0.816288515954845
CG8979	CG16935	-0.819501367256626
CG8378	CG16935	-0.809613877101762
SmD3	CG16935	-0.8313364736761035
CG8839	CG16935	-0.808984231263683
Lac	CG16935	-0.9102046595507595
Sin3A	CG16935	-0.8032684483087805
Dgkepsilon	CG16935	-0.8277374492302743
Nmda1	CG16935	-0.8151761361612712
CG4663	CG16935	-0.8728543180854728
CG6191	CG16935	-0.8337208387053143
CG6197	CG16935	-0.7965277656159024
CG6543	CG16935	0.9284561262167935
cg	CG16935	-0.8410865731533541
CG8547	CG16935	-0.8337441031405797
CG8613	CG16935	-0.806942688944968
Tfb1	CG16935	-0.9636365020736641
Khc-73	CG16935	-0.8637902152802478
Iap2	CG16935	-0.9232103266181296
Rho1	CG16935	-0.8088292265296507
Lis-1	CG16935	-0.8150133621984577
Nup62	CG16935	-0.835810547099938
CG30463	CG16935	-0.7999541259426709
RhoGEF2	CG16935	-0.7964966187041564
Rab4	CG16935	-0.8201668199311634
Mapmodulin	CG16935	-0.8133684090240502
Hsf	CG16935	-0.830235337688555
slim	CG16935	-0.8991444378487784
SP2637	CG16935	-0.9397701138730304
Tab2	CG16935	-0.8403457461038722
Spt5	CG16935	-0.8538030548037121
Elongin-C	CG16935	-0.7986057233166904
hrg	CG16935	-0.9026440253757984
MED8	CG16935	-0.8270013373082845
CG8929	CG16935	-0.932278691466138
bl	CG16935	-0.8581115933896247
